Count,Acres,Parcel ID,PROTECTED,us_105vdep,us_110vdep,us_130vdep
4,0.888,09001_138291,YES,84,84,11
4,0.888,09001_138293,YES,81,80,58
4,0.888,09001_138849,NO,59,70,24
4,0.888,09001_138859,YES,59,70,24
4,0.888,09001_138860,NO,81,80,58
4,0.888,09001_138941,YES,81,80,58
4,0.888,09001_138951,YES,59,70,24
4,0.888,09001_138956,YES,78,78,68
4,0.888,09001_138988,YES,42,41,40
4,0.888,09001_139007,YES,63,66,71
4,0.888,09001_139142,YES,78,78,68
4,0.888,09001_139165,YES,74,74,50
4,0.888,09001_139247,YES,81,80,58
4,0.888,09001_139252,YES,60,65,71
4,0.888,09001_139260,YES,60,65,71
4,0.888,09001_139353,YES,60,65,71
4,0.888,09001_139379,YES,42,41,40
4,0.888,09001_139417,YES,84,84,11
4,0.888,09001_147951,YES,63,66,71
4,0.888,09001_191375,YES,33,33,40
4,0.888,09001_227236,YES,42,41,40
4,0.888,09001_251674,YES,63,74,24
4,0.888,09001_251726,YES,63,74,24
4,0.888,09001_266260,YES,60,65,71
4,0.888,09001_267027,YES,81,80,58
4,0.888,09001_267027,YES,84,84,11
4,0.888,09001_267033,YES,78,78,68
4,0.888,09001_267048,YES,81,80,58
4,0.888,09001_267058,YES,42,41,40
4,0.888,09001_267058,YES,60,65,71
4,0.888,09001_267065,NO,81,80,58
4,0.888,09001_267070,YES,42,41,40
4,0.888,09001_267331,YES,60,65,71
4,0.888,09001_267335,YES,78,78,68
4,0.888,09001_267335,YES,81,80,58
4,0.888,09001_267337,YES,81,80,58
4,0.888,09001_267342,YES,60,65,71
4,0.888,09001_267353,YES,74,74,50
4,0.888,09001_267361,YES,84,84,11
4,0.888,09001_267371,YES,60,65,71
4,0.888,09001_267457,YES,81,80,58
4,0.888,09001_267467,YES,84,84,11
4,0.888,09001_267992,NO,33,33,40
4,0.888,09001_267992,NO,57,60,71
4,0.888,09001_268534,NO,42,41,40
4,0.888,09005_20650,YES,83,82,58
4,0.888,09005_40009,YES,78,79,52
4,0.888,09005_40255,YES,100,100,60
4,0.888,09005_66676,YES,84,84,11
4,0.888,09005_69288,NO,63,63,24
4,0.888,09005_71764,NO,70,71,71
4,0.888,09005_71764,NO,78,78,68
4,0.888,09005_77665,YES,85,85,74
4,0.888,09005_77666,YES,81,79,68
4,0.888,09005_84821,YES,58,58,55
4,0.888,09005_84821,YES,78,79,52
4,0.888,09007_18418,YES,58,72,24
4,0.888,09009_018838,NO,78,78,68
4,0.888,09009_124352,NO,78,77,71
4,0.888,09009_125228,YES,78,77,68
4,0.888,09011_025299,NO,58,61,24
4,0.888,09011_025697,NO,78,78,68
4,0.888,09011_026894,NO,80,79,58
4,0.888,09011_047462,NO,78,78,68
4,0.888,09011_053086,YES,58,61,24
4,0.888,09011_053271,YES,36,34,40
4,0.888,09011_077089,YES,53,55,24
4,0.888,09011_077762,NO,52,54,24
4,0.888,09011_078906,YES,64,70,75
4,0.888,09011_085657,NO,80,80,58
4,0.888,09011_103742,NO,77,77,68
4,0.888,09013_30614,NO,80,80,58
4,0.888,09013_31325,NO,33,34,40
4,0.888,09013_43488,NO,84,84,11
4,0.888,09015_00353,NO,80,80,58
4,0.888,09015_13343,NO,80,80,58
4,0.888,09015_26614,NO,56,55,24
4,0.888,23007_23519,NO,91,89,78
4,0.888,23015_08463,NO,57,56,55
4,0.888,23017_00945,NO,96,100,85
4,0.888,23017_16357,YES,83,83,74
4,0.888,23017_18805,YES,100,88,54
4,0.888,23017_20713,NO,24,22,18
4,0.888,23017_33800,YES,99,88,54
4,0.888,23023_05812,YES,82,84,74
4,0.888,23023_05885,YES,24,22,18
4,0.888,23023_18042,YES,50,50,18
4,0.888,23023_18042,YES,73,73,52
4,0.888,23031_30391,YES,62,64,75
4,0.888,23031_40864,NO,77,78,68
4,0.888,23031_44708,YES,80,84,74
4,0.888,23031_92404,YES,17,19,40
4,0.888,23031_94638,NO,78,77,68
4,0.888,25003_05053,NO,76,82,24
4,0.888,25003_12191,NO,81,81,75
4,0.888,25003_17138,YES,33,33,40
4,0.888,25003_18643,YES,78,78,68
4,0.888,25003_34700,NO,58,58,55
4,0.888,25003_34700,NO,100,100,60
4,0.888,25003_58464,YES,80,76,50
4,0.888,25003_58484,NO,81,81,75
4,0.888,25005_020999,NO,34,34,40
4,0.888,25007_05049,YES,68,67,79
4,0.888,25007_06810,YES,20,20,18
4,0.888,25007_06810,YES,54,56,31
4,0.888,25007_06810,YES,77,77,58
4,0.888,25007_06810,YES,100,100,67
4,0.888,25007_07386,YES,20,20,18
4,0.888,25007_14995,YES,54,56,31
4,0.888,25007_14995,YES,68,67,79
4,0.888,25009_083312,YES,81,79,58
4,0.888,25011_23996,YES,83,82,58
4,0.888,25011_24973,YES,33,33,40
4,0.888,25011_30857,YES,78,78,68
4,0.888,25011_30857,YES,83,82,58
4,0.888,25011_32471,YES,49,66,24
4,0.888,25011_35648,YES,83,82,58
4,0.888,25015_56892,YES,80,79,68
4,0.888,25023_024408,YES,36,35,40
4,0.888,25023_028146,YES,36,35,40
4,0.888,25023_126271,NO,36,35,40
4,0.888,25027_070681,YES,92,92,78
4,0.888,25027_282796,NO,78,79,52
4,0.888,33003_03663,YES,70,79,24
4,0.888,33003_03663,YES,81,81,77
4,0.888,33003_11720,NO,67,70,52
4,0.888,33003_35723,NO,79,79,68
4,0.888,33003_35723,NO,97,93,78
4,0.888,33003_36382,YES,48,48,19
4,0.888,33003_38101,YES,48,48,19
4,0.888,33003_38101,YES,85,86,77
4,0.888,33003_38101,YES,100,88,54
4,0.888,33003_38151,YES,82,83,74
4,0.888,33003_38612,YES,71,77,66
4,0.888,33003_38732,YES,20,22,18
4,0.888,33003_40712,YES,59,65,24
4,0.888,33003_40712,YES,83,82,74
4,0.888,33005_14815,YES,85,85,74
4,0.888,33005_14906,YES,78,79,52
4,0.888,33007_22528,YES,89,91,78
4,0.888,33009_36017,NO,51,51,19
4,0.888,33009_36017,NO,86,82,74
4,0.888,33011_119374,YES,77,77,58
4,0.888,33011_125973,YES,77,77,58
4,0.888,33011_127468,YES,77,77,58
4,0.888,33013_38926,YES,77,77,58
4,0.888,33013_38926,YES,79,78,68
4,0.888,33013_45102,NO,86,86,74
4,0.888,33013_45102,NO,99,99,78
4,0.888,33015_043314,YES,40,39,24
4,0.888,33015_043867,NO,76,76,58
4,0.888,33015_044465,NO,76,76,58
4,0.888,33015_081649,NO,78,77,68
4,0.888,33017_05585,YES,14,15,18
4,0.888,33017_07399,YES,70,67,75
4,0.888,33017_07409,YES,78,72,55
4,0.888,33017_30317,YES,14,15,18
4,0.888,33017_30601,YES,14,15,18
4,0.888,33017_42882,NO,100,100,78
4,0.888,36003_05691,NO,69,68,68
4,0.888,36007_00990,NO,31,32,40
4,0.888,36009_42535,NO,31,33,40
4,0.888,36019_11155,NO,91,90,90
4,0.888,36021_01886,NO,84,85,74
4,0.888,36021_02944,NO,71,70,24
4,0.888,36021_16617,NO,34,33,40
4,0.888,36027_016679,NO,76,77,68
4,0.888,36027_022373,YES,33,33,40
4,0.888,36027_023771,YES,65,65,50
4,0.888,36031_10458,YES,83,83,83
4,0.888,36031_24242,YES,72,56,55
4,0.888,36031_24242,YES,100,56,55
4,0.888,36039_17234,YES,87,87,83
4,0.888,36045_01611,YES,80,76,11
4,0.888,36045_12744,YES,80,76,11
4,0.888,36049_10009,NO,73,73,51
4,0.888,36049_11986,YES,41,47,19
4,0.888,36049_13447,YES,83,86,83
4,0.888,36065_023489,NO,74,76,58
4,0.888,36065_044574,YES,84,83,75
4,0.888,36065_046265,YES,74,76,52
4,0.888,36065_046554,NO,74,76,52
4,0.888,36065_046752,NO,74,76,52
4,0.888,36069_01554,YES,56,55,49
4,0.888,36071_122299,YES,78,79,50
4,0.888,36079_04012,YES,34,34,40
4,0.888,36079_37040,NO,78,78,68
4,0.888,36091_00435,YES,33,33,40
4,0.888,36091_59697,YES,53,65,51
4,0.888,36091_59697,YES,74,75,68
4,0.888,36103_002596,YES,68,71,75
4,0.888,36103_017694,NO,74,74,18
4,0.888,36103_034051,NO,100,100,60
4,0.888,36103_035280,YES,90,89,58
4,0.888,36103_178514,YES,62,68,75
4,0.888,36103_178514,YES,68,71,75
4,0.888,36103_196156,NO,57,63,75
4,0.888,36103_277257,NO,45,45,40
4,0.888,36103_281566,YES,87,62,79
4,0.888,36103_281635,YES,90,89,58
4,0.888,36109_06521,YES,71,75,51
4,0.888,36111_23067,YES,76,76,75
4,0.888,36113_25881,YES,80,81,75
4,0.888,36115_15017,YES,58,58,55
4,0.888,36119_127912,NO,68,69,24
4,0.888,36119_128286,NO,52,55,71
4,0.888,36119_128423,NO,34,34,40
4,0.888,36119_128423,NO,83,83,11
4,0.888,36119_192968,NO,42,41,40
4,0.888,36119_192968,NO,81,80,58
4,0.888,36119_193369,NO,81,80,58
4,0.888,36119_193917,NO,64,66,71
4,0.888,36119_194610,NO,77,77,68
4,0.888,36119_194624,NO,64,66,71
4,0.888,44005_09706,YES,70,73,75
4,0.888,44007_045178,NO,84,84,11
4,0.888,44007_067037,YES,56,70,24
4,0.888,44007_104041,YES,100,100,60
4,0.888,44009_00204,YES,100,100,60
4,0.888,44009_13478,YES,63,71,75
4,0.888,44009_16827,YES,33,33,40
4,0.888,44009_16845,YES,86,86,75
4,0.888,44009_17232,YES,33,33,40
4,0.888,44009_22736,YES,79,79,68
4,0.888,44009_22875,YES,86,86,75
4,0.888,44009_24225,YES,79,79,68
4,0.888,44009_25732,NO,86,86,75
4,0.888,44009_51512,YES,100,100,60
4,0.888,50003_11072,NO,58,58,55
4,0.888,50003_11101,NO,83,85,74
4,0.888,50007_34856,YES,76,76,52
4,0.888,50017_07829,YES,83,84,74
4,0.888,50017_13375,YES,59,69,24
4,0.888,50021_04944,NO,84,86,74
4,0.888,50021_28640,YES,81,81,75
4,0.888,50021_30834,YES,100,99,60
4,0.888,50025_27538,NO,81,81,75
4,0.888,50027_33230,NO,86,86,74
4,0.888,50027_34017,YES,60,64,24
5,1.11,09001_064606,YES,84,84,11
5,1.11,09001_106382,YES,84,84,11
5,1.11,09001_133669,YES,42,41,40
5,1.11,09001_135616,NO,78,78,68
5,1.11,09001_136812,YES,78,78,68
5,1.11,09001_138250,YES,42,41,40
5,1.11,09001_138250,YES,60,65,71
5,1.11,09001_138250,YES,78,78,68
5,1.11,09001_138287,YES,78,78,68
5,1.11,09001_138299,YES,59,70,24
5,1.11,09001_138596,NO,42,41,40
5,1.11,09001_138599,YES,74,74,50
5,1.11,09001_138769,NO,78,78,68
5,1.11,09001_138838,NO,59,70,24
5,1.11,09001_138954,YES,81,80,58
5,1.11,09001_139007,YES,42,41,40
5,1.11,09001_139082,YES,78,78,68
5,1.11,09001_139231,YES,81,80,58
5,1.11,09001_139267,YES,60,65,71
5,1.11,09001_139315,YES,78,78,68
5,1.11,09001_147951,YES,78,78,68
5,1.11,09001_152840,YES,60,65,71
5,1.11,09001_152880,YES,60,65,71
5,1.11,09001_200446,YES,63,66,71
5,1.11,09001_200459,NO,78,78,68
5,1.11,09001_266480,YES,78,78,68
5,1.11,09001_267027,YES,42,41,40
5,1.11,09001_267305,YES,78,78,68
5,1.11,09001_267347,YES,81,80,58
5,1.11,09001_267437,YES,59,70,24
5,1.11,09001_267437,YES,74,74,50
5,1.11,09001_267439,YES,74,74,50
5,1.11,09001_267439,YES,78,78,68
5,1.11,09001_267448,YES,81,80,58
5,1.11,09001_267484,YES,81,80,58
5,1.11,09001_267910,NO,42,41,40
5,1.11,09001_267910,NO,78,78,68
5,1.11,09001_267995,NO,61,64,71
5,1.11,09001_268637,NO,42,41,40
5,1.11,09001_268637,NO,81,80,58
5,1.11,09003_015945,NO,33,34,40
5,1.11,09003_160049,YES,80,79,58
5,1.11,09003_160971,NO,68,77,24
5,1.11,09005_22515,NO,69,72,71
5,1.11,09005_66676,YES,100,100,60
5,1.11,09005_71764,NO,70,69,24
5,1.11,09005_71764,NO,83,82,58
5,1.11,09005_75401,YES,84,82,68
5,1.11,09005_75555,YES,78,79,52
5,1.11,09007_08600,YES,36,34,40
5,1.11,09009_022321,NO,80,79,58
5,1.11,09009_152226,NO,70,70,50
5,1.11,09011_025683,YES,36,34,40
5,1.11,09011_025683,YES,80,79,58
5,1.11,09011_026323,NO,24,23,18
5,1.11,09011_026891,YES,36,34,40
5,1.11,09011_029143,NO,33,34,40
5,1.11,09011_041665,YES,80,79,58
5,1.11,09011_042376,NO,76,77,75
5,1.11,09011_052890,NO,78,78,68
5,1.11,09011_068609,YES,52,55,24
5,1.11,09011_077089,YES,80,80,58
5,1.11,09011_078849,YES,78,78,68
5,1.11,09011_085657,NO,78,78,68
5,1.11,09011_097623,NO,99,99,60
5,1.11,09011_103192,NO,79,78,58
5,1.11,09013_30809,YES,78,78,68
5,1.11,09015_03473,YES,33,34,40
5,1.11,09015_40268,NO,99,99,60
5,1.11,23007_15473,NO,58,44,19
5,1.11,23009_07237,YES,80,83,74
5,1.11,23015_08819,NO,84,83,77
5,1.11,23015_08995,NO,85,85,74
5,1.11,23017_00945,NO,74,74,58
5,1.11,23017_16357,YES,17,19,40
5,1.11,23017_20620,YES,78,78,68
5,1.11,23017_20620,YES,82,82,74
5,1.11,23017_33800,YES,41,66,24
5,1.11,23023_06033,YES,81,81,77
5,1.11,23023_06033,YES,90,88,78
5,1.11,23023_06144,YES,90,88,78
5,1.11,23023_18131,YES,100,89,54
5,1.11,23023_18317,NO,38,58,24
5,1.11,23031_09490,NO,81,82,74
5,1.11,23031_09490,NO,99,88,54
5,1.11,23031_15725,YES,67,70,52
5,1.11,23031_44708,YES,76,80,66
5,1.11,23031_62624,NO,42,60,75
5,1.11,23031_66202,NO,60,63,75
5,1.11,23031_92758,YES,67,70,52
5,1.11,23031_96929,YES,85,86,77
5,1.11,25003_01717,YES,82,79,68
5,1.11,25003_12191,NO,58,58,55
5,1.11,25003_12191,NO,84,87,24
5,1.11,25003_13121,YES,84,83,68
5,1.11,25003_16571,YES,86,91,24
5,1.11,25003_40206,YES,84,87,24
5,1.11,25003_49076,YES,58,58,55
5,1.11,25005_096215,NO,84,84,11
5,1.11,25007_01024,YES,20,20,18
5,1.11,25007_03263,YES,42,54,75
5,1.11,25007_03389,YES,81,77,68
5,1.11,25007_12419,YES,77,77,58
5,1.11,25007_14819,YES,36,35,40
5,1.11,25007_15246,YES,36,35,40
5,1.11,25007_18569,NO,54,47,31
5,1.11,25007_20364,NO,81,77,68
5,1.11,25007_20364,NO,100,100,67
5,1.11,25009_083312,YES,79,79,68
5,1.11,25011_03118,YES,83,82,58
5,1.11,25011_04104,YES,83,82,58
5,1.11,25011_30857,YES,81,81,75
5,1.11,25015_11429,YES,33,33,40
5,1.11,25023_068466,YES,72,74,75
5,1.11,25027_162848,NO,49,55,50
5,1.11,25027_221339,YES,79,79,68
5,1.11,25027_282796,NO,80,81,75
5,1.11,33001_10663,NO,71,73,52
5,1.11,33001_21921,NO,79,79,68
5,1.11,33003_03294,YES,75,76,58
5,1.11,33003_13085,YES,83,82,74
5,1.11,33003_15358,YES,81,81,77
5,1.11,33003_23469,YES,85,86,74
5,1.11,33003_44300,YES,57,56,55
5,1.11,33005_14868,YES,85,85,74
5,1.11,33005_18298,NO,81,81,75
5,1.11,33005_21660,YES,58,58,55
5,1.11,33005_33530,NO,78,79,52
5,1.11,33007_09647,YES,70,74,52
5,1.11,33007_22528,YES,82,82,77
5,1.11,33007_22533,YES,89,91,78
5,1.11,33009_13589,YES,78,79,68
5,1.11,33011_117828,NO,76,77,52
5,1.11,33011_127354,YES,77,77,58
5,1.11,33011_131297,YES,76,77,52
5,1.11,33013_15488,NO,49,49,19
5,1.11,33015_000141,YES,71,73,24
5,1.11,33015_043314,YES,76,76,58
5,1.11,33015_044465,NO,79,78,68
5,1.11,33017_36354,YES,57,56,55
5,1.11,36019_00719,YES,56,57,55
5,1.11,36019_26661,NO,80,81,75
5,1.11,36021_01886,NO,80,79,58
5,1.11,36027_019934,YES,83,83,11
5,1.11,36027_023771,YES,78,77,58
5,1.11,36031_24223,YES,75,46,19
5,1.11,36049_08403,YES,76,82,11
5,1.11,36049_08862,YES,83,86,83
5,1.11,36065_046554,NO,56,57,55
5,1.11,36079_36033,NO,79,78,58
5,1.11,36091_12423,NO,33,33,40
5,1.11,36091_60790,YES,76,79,58
5,1.11,36103_017694,NO,100,100,67
5,1.11,36103_281566,YES,62,68,75
5,1.11,36111_04112,NO,77,76,75
5,1.11,36111_23067,YES,52,68,24
5,1.11,36113_40350,YES,88,89,66
5,1.11,36115_12629,YES,53,54,19
5,1.11,36119_032994,NO,34,34,40
5,1.11,36119_193245,NO,64,66,71
5,1.11,36119_237263,NO,68,69,24
5,1.11,44007_040313,NO,81,80,58
5,1.11,44007_045174,NO,34,34,40
5,1.11,44007_045401,YES,52,73,24
5,1.11,44007_053217,NO,33,33,40
5,1.11,44007_060562,YES,81,80,58
5,1.11,44007_064675,YES,68,75,24
5,1.11,44009_09849,YES,33,33,40
5,1.11,44009_11323,YES,80,79,58
5,1.11,44009_17131,NO,86,86,75
5,1.11,44009_17217,YES,33,33,40
5,1.11,44009_17613,YES,79,79,68
5,1.11,44009_20759,YES,80,79,58
5,1.11,44009_20776,YES,33,33,40
5,1.11,44009_22463,YES,80,79,58
5,1.11,44009_22481,YES,79,79,68
5,1.11,44009_23044,NO,79,79,68
5,1.11,44009_24074,YES,80,79,58
5,1.11,44009_24920,YES,80,79,58
5,1.11,44009_25769,YES,33,33,40
5,1.11,44009_25844,NO,33,33,40
5,1.11,44009_30760,NO,77,83,79
5,1.11,44009_49793,YES,20,19,18
5,1.11,50001_05211,YES,43,48,19
5,1.11,50001_05211,YES,100,89,60
5,1.11,50003_14154,NO,58,58,55
5,1.11,50007_34650,YES,76,77,58
5,1.11,50017_09546,NO,73,74,52
5,1.11,50017_13516,NO,84,85,74
5,1.11,50021_04944,NO,60,53,19
5,1.11,50021_28646,YES,81,81,75
5,1.11,50021_28974,YES,77,78,52
5,1.11,50021_30834,YES,81,81,75
5,1.11,50027_01580,NO,58,58,55
5,1.11,50027_12227,YES,78,79,68
5,1.11,50027_33230,NO,82,82,77
6,1.332,09001_055822,NO,78,78,68
6,1.332,09001_064606,YES,59,70,24
6,1.332,09001_064608,NO,83,82,58
6,1.332,09001_067709,YES,78,78,68
6,1.332,09001_069284,NO,78,78,68
6,1.332,09001_069340,NO,78,78,68
6,1.332,09001_072276,NO,60,65,71
6,1.332,09001_108772,YES,60,63,71
6,1.332,09001_135417,NO,78,78,68
6,1.332,09001_136752,NO,78,78,68
6,1.332,09001_137574,YES,81,80,58
6,1.332,09001_138291,YES,81,80,58
6,1.332,09001_138860,NO,60,65,71
6,1.332,09001_138939,YES,81,80,58
6,1.332,09001_138984,YES,78,78,68
6,1.332,09001_139067,YES,78,78,68
6,1.332,09001_139165,YES,78,78,68
6,1.332,09001_139167,YES,74,74,50
6,1.332,09001_139193,NO,78,78,68
6,1.332,09001_139249,YES,60,65,71
6,1.332,09001_139249,YES,78,78,68
6,1.332,09001_139253,YES,84,84,11
6,1.332,09001_139255,YES,78,78,68
6,1.332,09001_139262,YES,42,41,40
6,1.332,09001_139262,YES,81,80,58
6,1.332,09001_139267,YES,81,80,58
6,1.332,09001_139319,YES,63,66,71
6,1.332,09001_139379,YES,84,84,11
6,1.332,09001_145222,YES,78,78,68
6,1.332,09001_145228,YES,81,80,58
6,1.332,09001_147958,YES,60,65,71
6,1.332,09001_148557,YES,59,70,24
6,1.332,09001_167197,NO,78,78,68
6,1.332,09001_198019,YES,34,34,40
6,1.332,09001_200414,NO,78,78,68
6,1.332,09001_251628,YES,77,78,75
6,1.332,09001_265565,YES,78,78,68
6,1.332,09001_265579,NO,78,78,68
6,1.332,09001_266946,YES,59,70,24
6,1.332,09001_267254,YES,42,41,40
6,1.332,09001_267339,YES,78,78,68
6,1.332,09001_267359,NO,63,66,71
6,1.332,09001_267391,YES,84,84,11
6,1.332,09001_267467,YES,60,65,71
6,1.332,09001_267471,YES,59,70,24
6,1.332,09001_267940,NO,59,70,24
6,1.332,09003_015945,NO,70,69,24
6,1.332,09003_074160,NO,33,34,40
6,1.332,09003_074160,NO,69,79,24
6,1.332,09003_160049,YES,67,69,71
6,1.332,09003_160049,YES,79,77,50
6,1.332,09005_02151,YES,69,72,24
6,1.332,09005_20254,YES,63,63,24
6,1.332,09005_20650,YES,63,63,24
6,1.332,09005_20650,YES,78,78,68
6,1.332,09005_40034,YES,33,33,40
6,1.332,09005_77665,YES,58,58,55
6,1.332,09007_18371,YES,100,100,60
6,1.332,09007_18542,YES,84,84,11
6,1.332,09007_18542,YES,100,100,60
6,1.332,09007_43734,YES,78,78,68
6,1.332,09009_051492,NO,58,72,24
6,1.332,09009_051492,NO,100,100,60
6,1.332,09009_052556,YES,78,78,68
6,1.332,09011_026070,YES,80,79,58
6,1.332,09011_026892,YES,24,23,18
6,1.332,09011_026894,NO,73,76,75
6,1.332,09011_042239,NO,20,19,18
6,1.332,09011_042376,NO,80,79,58
6,1.332,09011_048813,YES,33,34,40
6,1.332,09011_054022,YES,36,34,40
6,1.332,09011_078885,YES,80,79,58
6,1.332,09011_078895,YES,78,78,68
6,1.332,09011_084316,NO,79,78,58
6,1.332,09011_097623,NO,53,55,24
6,1.332,09011_103908,YES,77,77,68
6,1.332,09013_05632,NO,80,80,58
6,1.332,09013_30795,YES,53,56,24
6,1.332,09015_00840,NO,80,80,58
6,1.332,23003_13290,NO,90,91,78
6,1.332,23007_01136,YES,58,56,55
6,1.332,23017_33800,YES,75,75,58
6,1.332,23017_33800,YES,79,79,68
6,1.332,23019_03724,YES,57,56,55
6,1.332,23019_03725,YES,39,49,51
6,1.332,23023_05861,NO,100,98,85
6,1.332,23023_05885,YES,44,59,24
6,1.332,23023_18042,YES,100,100,67
6,1.332,23023_18319,YES,50,50,18
6,1.332,23025_08663,YES,87,89,78
6,1.332,23031_03713,YES,70,74,66
6,1.332,23031_09490,NO,67,70,52
6,1.332,23031_40864,NO,81,82,74
6,1.332,23031_96929,YES,58,56,55
6,1.332,25003_39345,YES,33,33,40
6,1.332,25003_40206,YES,82,79,68
6,1.332,25003_67458,NO,83,82,58
6,1.332,25007_01024,YES,81,77,68
6,1.332,25007_16143,YES,68,67,79
6,1.332,25007_18114,YES,20,20,18
6,1.332,25007_20233,YES,36,35,40
6,1.332,25007_20364,NO,36,36,86
6,1.332,25011_06452,YES,58,58,55
6,1.332,25011_30857,YES,58,58,55
6,1.332,25011_34647,YES,32,33,40
6,1.332,25015_09782,NO,79,79,52
6,1.332,25015_14010,NO,58,58,55
6,1.332,25015_53824,YES,83,82,58
6,1.332,25023_105317,YES,72,74,75
6,1.332,33001_38567,YES,78,78,68
6,1.332,33003_03246,NO,75,76,58
6,1.332,33003_03293,YES,57,57,55
6,1.332,33003_03663,YES,75,76,58
6,1.332,33003_06361,NO,58,57,55
6,1.332,33003_15906,NO,78,78,68
6,1.332,33003_24228,YES,78,78,68
6,1.332,33003_24489,YES,100,89,54
6,1.332,33003_38732,YES,75,76,58
6,1.332,33003_38900,YES,75,76,58
6,1.332,33003_39385,NO,82,83,74
6,1.332,33003_40683,NO,58,57,55
6,1.332,33003_40683,NO,75,76,58
6,1.332,33003_43689,NO,75,76,58
6,1.332,33003_43689,NO,78,78,68
6,1.332,33003_44300,YES,67,70,52
6,1.332,33005_14906,YES,58,58,55
6,1.332,33005_21330,YES,100,100,60
6,1.332,33005_39380,NO,78,79,52
6,1.332,33009_13589,YES,83,85,74
6,1.332,33011_117828,NO,77,77,58
6,1.332,33011_125973,YES,84,85,74
6,1.332,33011_126009,YES,77,77,58
6,1.332,33011_126009,YES,100,95,60
6,1.332,33011_131297,YES,53,53,24
6,1.332,33015_045910,YES,65,59,75
6,1.332,33017_07847,NO,78,72,55
6,1.332,33017_27140,YES,69,68,75
6,1.332,33019_16214,YES,78,78,52
6,1.332,33019_16214,YES,84,86,74
6,1.332,33019_16214,YES,100,100,60
6,1.332,33019_26897,NO,81,81,75
6,1.332,36007_53854,NO,59,61,49
6,1.332,36027_016529,YES,56,59,71
6,1.332,36027_016679,NO,77,61,24
6,1.332,36027_052639,NO,34,33,40
6,1.332,36045_26248,YES,80,81,52
6,1.332,36049_08871,YES,73,82,11
6,1.332,36071_122299,YES,76,77,68
6,1.332,36091_09752,NO,69,73,24
6,1.332,36103_160900,NO,45,45,40
6,1.332,36103_160900,NO,74,74,18
6,1.332,36103_196156,NO,71,82,79
6,1.332,36103_253299,YES,81,81,75
6,1.332,36103_287295,YES,77,86,79
6,1.332,36109_06521,YES,73,72,58
6,1.332,36109_06743,YES,29,32,40
6,1.332,36109_24162,YES,29,32,40
6,1.332,36111_74526,NO,75,76,68
6,1.332,36113_27570,NO,80,80,74
6,1.332,36115_14978,YES,77,78,52
6,1.332,36115_15017,YES,62,63,50
6,1.332,36119_127145,NO,34,34,40
6,1.332,36119_193917,NO,77,77,68
6,1.332,36119_194121,NO,76,76,68
6,1.332,36119_229747,NO,55,57,71
6,1.332,36119_229747,NO,83,83,11
6,1.332,44005_05492,YES,75,68,86
6,1.332,44005_07924,YES,69,73,75
6,1.332,44007_000319,NO,56,67,24
6,1.332,44007_060562,YES,56,70,24
6,1.332,44009_10737,NO,86,86,75
6,1.332,44009_16245,YES,72,75,75
6,1.332,44009_17068,YES,86,86,75
6,1.332,44009_17086,YES,86,86,75
6,1.332,44009_17428,YES,33,33,40
6,1.332,44009_24920,YES,100,100,60
6,1.332,44009_35600,YES,100,100,60
6,1.332,44009_51291,YES,79,85,79
6,1.332,50003_09011,YES,71,72,50
6,1.332,50003_11233,YES,83,85,74
6,1.332,50003_14154,NO,78,78,52
6,1.332,50005_14664,YES,90,89,78
6,1.332,50007_34650,YES,90,91,78
6,1.332,50017_09736,YES,57,58,55
6,1.332,50019_07648,YES,58,57,55
6,1.332,50021_28380,YES,81,80,58
6,1.332,50021_28598,YES,77,78,52
6,1.332,50021_30109,YES,85,86,74
6,1.332,50025_09330,NO,58,58,55
6,1.332,50027_01395,NO,78,78,52
6,1.332,50027_04192,NO,55,55,19
6,1.332,50027_04824,YES,81,81,75
7,1.554,09001_063913,YES,100,100,60
7,1.554,09001_072109,YES,84,84,11
7,1.554,09001_072273,YES,84,84,11
7,1.554,09001_072663,YES,81,80,58
7,1.554,09001_104276,NO,78,78,68
7,1.554,09001_104992,NO,78,78,68
7,1.554,09001_135409,YES,78,78,68
7,1.554,09001_135544,NO,59,70,24
7,1.554,09001_137785,YES,59,70,24
7,1.554,09001_137823,NO,81,80,58
7,1.554,09001_138289,YES,59,70,24
7,1.554,09001_138290,YES,60,65,71
7,1.554,09001_138290,YES,81,80,58
7,1.554,09001_138291,YES,60,65,71
7,1.554,09001_139082,YES,84,84,11
7,1.554,09001_139165,YES,63,66,71
7,1.554,09001_139316,YES,81,80,58
7,1.554,09001_139403,YES,78,78,68
7,1.554,09001_152522,YES,78,78,68
7,1.554,09001_199876,YES,78,78,68
7,1.554,09001_200141,YES,60,65,71
7,1.554,09001_200327,NO,78,78,68
7,1.554,09001_265523,YES,74,74,50
7,1.554,09001_265586,YES,78,78,68
7,1.554,09001_266411,YES,100,100,60
7,1.554,09001_267059,YES,81,80,58
7,1.554,09001_267333,YES,78,78,68
7,1.554,09001_267439,YES,60,65,71
7,1.554,09001_267484,YES,42,41,40
7,1.554,09001_268527,YES,60,65,71
7,1.554,09005_00647,NO,69,70,71
7,1.554,09005_20254,YES,84,84,11
7,1.554,09007_04435,YES,78,78,68
7,1.554,09007_07688,YES,80,79,58
7,1.554,09007_31341,YES,48,54,24
7,1.554,09009_044787,YES,84,84,11
7,1.554,09011_025936,NO,78,78,68
