Count,Acres,PROTECTED,BpS_Name_105
42,9,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
42,9,NO,Northern Atlantic Coastal Plain Hardwood Forest
42,9,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
42,9,YES,Acadian-Appalachian Montane Spruce-Fir Forest
42,9,YES,Barren-Rock/Sand/Clay
42,9,YES,Central Appalachian Dry Oak-Pine Forest
42,9,YES,Central Appalachian Pine-Oak Rocky Woodland
42,9,YES,Central Interior and Appalachian Swamp Systems
42,9,YES,Gulf and Atlantic Coastal Plain Swamp Systems
42,9,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
42,9,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
42,9,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
42,9,YES,Northeastern Interior Dry-Mesic Oak Forest
42,9,YES,Northeastern Interior Pine Barrens
42,9,YES,Open Water
41,9,NO,Appalachian (Hemlock-)Northern Hardwood Forest
41,9,NO,Central Appalachian Dry Oak-Pine Forest
41,9,NO,Central Appalachian Pine-Oak Rocky Woodland
41,9,NO,Central Interior and Appalachian Swamp Systems
41,9,NO,Laurentian-Acadian Northern Hardwoods Forest
41,9,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
41,9,NO,Northeastern Interior Dry-Mesic Oak Forest
41,9,YES,Acadian-Appalachian Montane Spruce-Fir Forest
41,9,YES,Appalachian (Hemlock-)Northern Hardwood Forest
41,9,YES,Central Appalachian Dry Oak-Pine Forest
41,9,YES,Central Interior and Appalachian Swamp Systems
41,9,YES,Gulf and Atlantic Coastal Plain Swamp Systems
41,9,YES,Laurentian-Acadian Northern Hardwoods Forest
41,9,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
41,9,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
41,9,YES,Laurentian-Acadian Swamp Systems
41,9,YES,Northeastern Interior Dry-Mesic Oak Forest
41,9,YES,Northern Atlantic Coastal Plain Hardwood Forest
41,9,YES,Open Water
40,9,NO,Appalachian (Hemlock-)Northern Hardwood Forest
40,9,NO,Central Appalachian Dry Oak-Pine Forest
40,9,NO,Central Appalachian Pine-Oak Rocky Woodland
40,9,NO,Gulf and Atlantic Coastal Plain Swamp Systems
40,9,NO,Laurentian-Acadian Northern Hardwoods Forest
40,9,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
40,9,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
40,9,NO,Northern Atlantic Coastal Plain Hardwood Forest
40,9,YES,Appalachian (Hemlock-)Northern Hardwood Forest
40,9,YES,Central Appalachian Dry Oak-Pine Forest
40,9,YES,Central Appalachian Pine-Oak Rocky Woodland
40,9,YES,Gulf and Atlantic Coastal Plain Swamp Systems
40,9,YES,Laurentian-Acadian Floodplain Systems
40,9,YES,Laurentian-Acadian Northern Hardwoods Forest
40,9,YES,Open Water
39,9,NO,Acadian-Appalachian Montane Spruce-Fir Forest
39,9,NO,Appalachian (Hemlock-)Northern Hardwood Forest
39,9,NO,Central Appalachian Dry Oak-Pine Forest
39,9,NO,Central Appalachian Pine-Oak Rocky Woodland
39,9,NO,Gulf and Atlantic Coastal Plain Swamp Systems
39,9,NO,Laurentian-Acadian Northern Hardwoods Forest
39,9,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
39,9,NO,Open Water
39,9,YES,Appalachian (Hemlock-)Northern Hardwood Forest
39,9,YES,Central Appalachian Dry Oak-Pine Forest
39,9,YES,Central Appalachian Pine-Oak Rocky Woodland
39,9,YES,Central Interior and Appalachian Swamp Systems
39,9,YES,Laurentian-Acadian Floodplain Systems
39,9,YES,Laurentian-Acadian Northern Hardwoods Forest
39,9,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
39,9,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
39,9,YES,North-Central Interior Wet Flatwoods
39,9,YES,Northeastern Interior Dry-Mesic Oak Forest
39,9,YES,Northeastern Interior Pine Barrens
39,9,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
38,8,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
38,8,NO,Central Interior and Appalachian Riparian Systems
38,8,NO,Central Interior and Appalachian Swamp Systems
38,8,NO,Laurentian-Acadian Northern Hardwoods Forest
38,8,YES,Appalachian (Hemlock-)Northern Hardwood Forest
38,8,YES,Central Appalachian Dry Oak-Pine Forest
38,8,YES,Central Appalachian Pine-Oak Rocky Woodland
38,8,YES,Central Interior and Appalachian Swamp Systems
38,8,YES,Laurentian-Acadian Northern Hardwoods Forest
38,8,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
38,8,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
38,8,YES,Laurentian-Acadian Swamp Systems
38,8,YES,Northeastern Interior Dry-Mesic Oak Forest
37,8,NO,Appalachian (Hemlock-)Northern Hardwood Forest
37,8,NO,Central Appalachian Dry Oak-Pine Forest
37,8,NO,Central Interior and Appalachian Swamp Systems
37,8,NO,Gulf and Atlantic Coastal Plain Swamp Systems
37,8,NO,Laurentian-Acadian Northern Hardwoods Forest
37,8,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
37,8,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
37,8,NO,Northeastern Interior Dry-Mesic Oak Forest
37,8,YES,Acadian-Appalachian Montane Spruce-Fir Forest
37,8,YES,Appalachian (Hemlock-)Northern Hardwood Forest
37,8,YES,Central Appalachian Dry Oak-Pine Forest
37,8,YES,Central Appalachian Pine-Oak Rocky Woodland
37,8,YES,Central Interior and Appalachian Swamp Systems
37,8,YES,Gulf and Atlantic Coastal Plain Swamp Systems
37,8,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
37,8,YES,Laurentian-Acadian Swamp Systems
37,8,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
37,8,YES,Open Water
36,8,NO,Acadian-Appalachian Montane Spruce-Fir Forest
36,8,NO,Central Appalachian Dry Oak-Pine Forest
36,8,NO,Central Interior and Appalachian Swamp Systems
36,8,NO,Laurentian-Acadian Northern Hardwoods Forest
36,8,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
36,8,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
36,8,YES,Appalachian (Hemlock-)Northern Hardwood Forest
36,8,YES,Central Appalachian Dry Oak-Pine Forest
36,8,YES,Central Appalachian Pine-Oak Rocky Woodland
36,8,YES,Central Interior and Appalachian Swamp Systems
36,8,YES,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
36,8,YES,Laurentian-Acadian Northern Hardwoods Forest
36,8,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
36,8,YES,Laurentian-Acadian Swamp Systems
36,8,YES,Northeastern Interior Dry-Mesic Oak Forest
36,8,YES,Northern Atlantic Coastal Plain Hardwood Forest
36,8,YES,Open Water
35,8,NO,Acadian-Appalachian Montane Spruce-Fir Forest
35,8,NO,Central Appalachian Dry Oak-Pine Forest
35,8,NO,Central Interior and Appalachian Floodplain Systems
35,8,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
35,8,NO,Northeastern Interior Dry-Mesic Oak Forest
35,8,NO,Northern Atlantic Coastal Plain Hardwood Forest
35,8,YES,Acadian-Appalachian Alpine Tundra
35,8,YES,Appalachian (Hemlock-)Northern Hardwood Forest
35,8,YES,Central Appalachian Dry Oak-Pine Forest
35,8,YES,Central Appalachian Pine-Oak Rocky Woodland
35,8,YES,Central Interior and Appalachian Swamp Systems
35,8,YES,Gulf and Atlantic Coastal Plain Swamp Systems
35,8,YES,Laurentian-Acadian Northern Hardwoods Forest
35,8,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
35,8,YES,Northeastern Interior Pine Barrens
35,8,YES,Northern Atlantic Coastal Plain Hardwood Forest
34,8,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
34,8,NO,Appalachian (Hemlock-)Northern Hardwood Forest
34,8,NO,Central Appalachian Dry Oak-Pine Forest
34,8,NO,Central Appalachian Pine-Oak Rocky Woodland
34,8,NO,Central Interior and Appalachian Swamp Systems
34,8,NO,Gulf and Atlantic Coastal Plain Swamp Systems
34,8,NO,Laurentian-Acadian Northern Hardwoods Forest
34,8,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
34,8,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
34,8,NO,North-Central Interior Wet Flatwoods
34,8,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
34,8,YES,Appalachian (Hemlock-)Northern Hardwood Forest
34,8,YES,Central Appalachian Dry Oak-Pine Forest
34,8,YES,Central Appalachian Pine-Oak Rocky Woodland
34,8,YES,Central Interior and Appalachian Floodplain Systems
34,8,YES,Central Interior and Appalachian Swamp Systems
34,8,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
34,8,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
34,8,YES,Northern Atlantic Coastal Plain Hardwood Forest
34,8,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
33,7,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
33,7,NO,Appalachian (Hemlock-)Northern Hardwood Forest
33,7,NO,Central Appalachian Dry Oak-Pine Forest
33,7,NO,Central Appalachian Pine-Oak Rocky Woodland
33,7,NO,Northeastern Interior Dry-Mesic Oak Forest
33,7,NO,Open Water
33,7,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
33,7,YES,Acadian-Appalachian Montane Spruce-Fir Forest
33,7,YES,Appalachian (Hemlock-)Northern Hardwood Forest
33,7,YES,Central Appalachian Dry Oak-Pine Forest
33,7,YES,Central Appalachian Pine-Oak Rocky Woodland
33,7,YES,Central Interior and Appalachian Riparian Systems
33,7,YES,Central Interior and Appalachian Swamp Systems
33,7,YES,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
33,7,YES,Laurentian-Acadian Floodplain Systems
33,7,YES,Laurentian-Acadian Northern Hardwoods Forest
33,7,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
33,7,YES,Laurentian-Acadian Swamp Systems
33,7,YES,Northeastern Interior Dry-Mesic Oak Forest
33,7,YES,Northern Atlantic Coastal Plain Hardwood Forest
32,7,NO,Appalachian (Hemlock-)Northern Hardwood Forest
32,7,NO,Central Appalachian Dry Oak-Pine Forest
32,7,NO,Central Appalachian Pine-Oak Rocky Woodland
32,7,NO,Gulf and Atlantic Coastal Plain Swamp Systems
32,7,NO,Laurentian-Acadian Floodplain Systems
32,7,NO,Laurentian-Acadian Northern Hardwoods Forest
32,7,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
32,7,NO,Northern Atlantic Coastal Plain Hardwood Forest
32,7,NO,Open Water
32,7,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
32,7,YES,Appalachian (Hemlock-)Northern Hardwood Forest
32,7,YES,Central Appalachian Dry Oak-Pine Forest
32,7,YES,Central Appalachian Pine-Oak Rocky Woodland
32,7,YES,Central Interior and Appalachian Riparian Systems
32,7,YES,Central Interior and Appalachian Swamp Systems
32,7,YES,Gulf and Atlantic Coastal Plain Swamp Systems
32,7,YES,Laurentian-Acadian Floodplain Systems
32,7,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
32,7,YES,Laurentian-Acadian Swamp Systems
32,7,YES,North-Central Interior Wet Flatwoods
32,7,YES,Northeastern Interior Dry-Mesic Oak Forest
32,7,YES,Northeastern Interior Pine Barrens
32,7,YES,Northern Atlantic Coastal Plain Hardwood Forest
32,7,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
31,7,NO,Appalachian (Hemlock-)Northern Hardwood Forest
31,7,NO,Central Appalachian Dry Oak-Pine Forest
31,7,NO,Central Appalachian Pine-Oak Rocky Woodland
31,7,NO,Central Interior and Appalachian Riparian Systems
31,7,NO,Central Interior and Appalachian Swamp Systems
31,7,NO,Gulf and Atlantic Coastal Plain Swamp Systems
31,7,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
31,7,NO,Laurentian-Acadian Swamp Systems
31,7,NO,Northern Atlantic Coastal Plain Pitch Pine Barrens
31,7,YES,Acadian-Appalachian Montane Spruce-Fir Forest
31,7,YES,Appalachian (Hemlock-)Northern Hardwood Forest
31,7,YES,Central Appalachian Dry Oak-Pine Forest
31,7,YES,Central Interior and Appalachian Swamp Systems
31,7,YES,Gulf and Atlantic Coastal Plain Swamp Systems
31,7,YES,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
31,7,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
31,7,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
31,7,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
31,7,YES,Laurentian-Acadian Swamp Systems
31,7,YES,Northeastern Interior Dry-Mesic Oak Forest
31,7,YES,Northern Atlantic Coastal Plain Dune and Swale
31,7,YES,Northern Atlantic Coastal Plain Hardwood Forest
31,7,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
30,7,NO,Appalachian (Hemlock-)Northern Hardwood Forest
30,7,NO,Central Appalachian Dry Oak-Pine Forest
30,7,NO,Central Appalachian Pine-Oak Rocky Woodland
30,7,NO,Central Interior and Appalachian Swamp Systems
30,7,NO,Laurentian-Acadian Northern Hardwoods Forest
30,7,NO,Northeastern Interior Dry-Mesic Oak Forest
30,7,NO,Northeastern Interior Pine Barrens
30,7,YES,Appalachian (Hemlock-)Northern Hardwood Forest
30,7,YES,Central Appalachian Dry Oak-Pine Forest
30,7,YES,Central Interior and Appalachian Swamp Systems
30,7,YES,Gulf and Atlantic Coastal Plain Swamp Systems
30,7,YES,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
30,7,YES,Laurentian-Acadian Northern Hardwoods Forest
30,7,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
30,7,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
30,7,YES,Laurentian-Acadian Swamp Systems
30,7,YES,Northern Atlantic Coastal Plain Hardwood Forest
30,7,YES,Open Water
29,6,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
29,6,NO,Appalachian (Hemlock-)Northern Hardwood Forest
29,6,NO,Central Appalachian Dry Oak-Pine Forest
29,6,NO,Central Interior and Appalachian Riparian Systems
29,6,NO,Central Interior and Appalachian Swamp Systems
29,6,NO,Laurentian-Acadian Northern Hardwoods Forest
29,6,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
29,6,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
29,6,NO,Laurentian-Acadian Swamp Systems
29,6,NO,Northern Atlantic Coastal Plain Hardwood Forest
29,6,YES,Appalachian (Hemlock-)Northern Hardwood Forest
29,6,YES,Central Appalachian Dry Oak-Pine Forest
29,6,YES,Central Interior and Appalachian Riparian Systems
29,6,YES,Central Interior and Appalachian Swamp Systems
29,6,YES,Gulf and Atlantic Coastal Plain Swamp Systems
29,6,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
29,6,YES,Laurentian-Acadian Swamp Systems
29,6,YES,North-Central Interior Wet Flatwoods
29,6,YES,Northeastern Interior Dry-Mesic Oak Forest
29,6,YES,Northeastern Interior Pine Barrens
29,6,YES,Northern Atlantic Coastal Plain Hardwood Forest
28,6,NO,Acadian-Appalachian Alpine Tundra
28,6,NO,Appalachian (Hemlock-)Northern Hardwood Forest
28,6,NO,Central Appalachian Dry Oak-Pine Forest
28,6,NO,Central Interior and Appalachian Floodplain Systems
28,6,NO,Laurentian-Acadian Northern Hardwoods Forest
28,6,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
28,6,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
28,6,NO,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
28,6,NO,Northern Atlantic Coastal Plain Hardwood Forest
28,6,YES,Acadian-Appalachian Montane Spruce-Fir Forest
28,6,YES,Appalachian (Hemlock-)Northern Hardwood Forest
28,6,YES,Central Appalachian Dry Oak-Pine Forest
28,6,YES,Central Appalachian Pine-Oak Rocky Woodland
28,6,YES,Central Interior and Appalachian Floodplain Systems
28,6,YES,Central Interior and Appalachian Swamp Systems
28,6,YES,Laurentian-Acadian Floodplain Systems
28,6,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
28,6,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
28,6,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
28,6,YES,Northeastern Interior Dry-Mesic Oak Forest
28,6,YES,Northern Atlantic Coastal Plain Hardwood Forest
27,6,NO,Acadian-Appalachian Montane Spruce-Fir Forest
27,6,NO,Appalachian (Hemlock-)Northern Hardwood Forest
27,6,NO,Central Appalachian Dry Oak-Pine Forest
27,6,NO,Central Interior and Appalachian Riparian Systems
27,6,NO,Central Interior and Appalachian Swamp Systems
27,6,NO,Laurentian-Acadian Northern Hardwoods Forest
27,6,NO,Northeastern Interior Dry-Mesic Oak Forest
27,6,NO,Open Water
27,6,YES,Acadian-Appalachian Montane Spruce-Fir Forest
27,6,YES,Appalachian (Hemlock-)Northern Hardwood Forest
27,6,YES,Central Appalachian Dry Oak-Pine Forest
27,6,YES,Central Appalachian Pine-Oak Rocky Woodland
27,6,YES,Central Interior and Appalachian Riparian Systems
27,6,YES,Central Interior and Appalachian Swamp Systems
27,6,YES,Gulf and Atlantic Coastal Plain Swamp Systems
27,6,YES,Laurentian-Acadian Northern Hardwoods Forest
27,6,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
27,6,YES,Laurentian-Acadian Swamp Systems
27,6,YES,Northern Atlantic Coastal Plain Hardwood Forest
26,6,NO,Appalachian (Hemlock-)Northern Hardwood Forest
26,6,NO,Central Appalachian Dry Oak-Pine Forest
26,6,NO,Central Appalachian Pine-Oak Rocky Woodland
26,6,NO,Central Interior and Appalachian Swamp Systems
26,6,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
26,6,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
26,6,NO,No Data
26,6,NO,Northern Atlantic Coastal Plain Hardwood Forest
26,6,NO,Northern Atlantic Coastal Plain Pitch Pine Barrens
26,6,YES,Acadian-Appalachian Montane Spruce-Fir Forest
26,6,YES,Appalachian (Hemlock-)Northern Hardwood Forest
26,6,YES,Central Appalachian Dry Oak-Pine Forest
26,6,YES,Central Interior and Appalachian Floodplain Systems
26,6,YES,Central Interior and Appalachian Swamp Systems
26,6,YES,Gulf and Atlantic Coastal Plain Swamp Systems
26,6,YES,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
26,6,YES,Laurentian-Acadian Northern Hardwoods Forest
26,6,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
26,6,YES,Laurentian-Acadian Swamp Systems
26,6,YES,Northeastern Interior Dry-Mesic Oak Forest
26,6,YES,Northern Atlantic Coastal Plain Dune and Swale
26,6,YES,Northern Atlantic Coastal Plain Hardwood Forest
26,6,YES,Open Water
25,6,NO,Appalachian (Hemlock-)Northern Hardwood Forest
25,6,NO,Central Appalachian Dry Oak-Pine Forest
25,6,NO,Central Appalachian Pine-Oak Rocky Woodland
25,6,NO,Central Interior and Appalachian Riparian Systems
25,6,NO,Central Interior and Appalachian Swamp Systems
25,6,NO,Gulf and Atlantic Coastal Plain Swamp Systems
25,6,NO,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
25,6,NO,Laurentian-Acadian Floodplain Systems
25,6,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
25,6,NO,Laurentian-Acadian Swamp Systems
25,6,NO,Northeastern Interior Dry-Mesic Oak Forest
25,6,NO,Northeastern Interior Pine Barrens
25,6,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
25,6,YES,Acadian-Appalachian Montane Spruce-Fir Forest
25,6,YES,Appalachian (Hemlock-)Northern Hardwood Forest
25,6,YES,Central Appalachian Dry Oak-Pine Forest
25,6,YES,Central Appalachian Pine-Oak Rocky Woodland
25,6,YES,Central Interior and Appalachian Swamp Systems
25,6,YES,Gulf and Atlantic Coastal Plain Swamp Systems
25,6,YES,Laurentian-Acadian Northern Hardwoods Forest
25,6,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
25,6,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
25,6,YES,Laurentian-Acadian Swamp Systems
25,6,YES,North-Central Interior Wet Flatwoods
25,6,YES,Northeastern Interior Dry-Mesic Oak Forest
25,6,YES,Northeastern Interior Pine Barrens
25,6,YES,Northern Atlantic Coastal Plain Dune and Swale
25,6,YES,Northern Atlantic Coastal Plain Hardwood Forest
25,6,YES,Open Water
24,5,NO,Appalachian (Hemlock-)Northern Hardwood Forest
24,5,NO,Central Appalachian Dry Oak-Pine Forest
24,5,NO,Central Interior and Appalachian Swamp Systems
24,5,NO,Laurentian-Acadian Floodplain Systems
24,5,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
24,5,NO,Northern Atlantic Coastal Plain Hardwood Forest
24,5,YES,Appalachian (Hemlock-)Northern Hardwood Forest
24,5,YES,Central Appalachian Dry Oak-Pine Forest
24,5,YES,Central Appalachian Pine-Oak Rocky Woodland
24,5,YES,Central Interior and Appalachian Riparian Systems
24,5,YES,Central Interior and Appalachian Swamp Systems
24,5,YES,Gulf and Atlantic Coastal Plain Swamp Systems
24,5,YES,Laurentian-Acadian Northern Hardwoods Forest
24,5,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
24,5,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
24,5,YES,Laurentian-Acadian Swamp Systems
24,5,YES,Northeastern Interior Dry-Mesic Oak Forest
24,5,YES,Northern Atlantic Coastal Plain Dune and Swale
24,5,YES,Northern Atlantic Coastal Plain Hardwood Forest
24,5,YES,Open Water
23,5,NO,Acadian-Appalachian Montane Spruce-Fir Forest
23,5,NO,Central Appalachian Dry Oak-Pine Forest
23,5,NO,Central Appalachian Pine-Oak Rocky Woodland
23,5,NO,Central Interior and Appalachian Swamp Systems
23,5,NO,Gulf and Atlantic Coastal Plain Swamp Systems
23,5,NO,Laurentian-Acadian Northern Hardwoods Forest
23,5,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
23,5,NO,Laurentian-Acadian Swamp Systems
23,5,NO,Open Water
23,5,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
23,5,YES,Appalachian (Hemlock-)Northern Hardwood Forest
23,5,YES,Central Appalachian Dry Oak-Pine Forest
23,5,YES,Central Appalachian Pine-Oak Rocky Woodland
23,5,YES,Central Interior and Appalachian Riparian Systems
23,5,YES,Central Interior and Appalachian Swamp Systems
23,5,YES,Gulf and Atlantic Coastal Plain Swamp Systems
23,5,YES,Laurentian-Acadian Northern Hardwoods Forest
23,5,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
23,5,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
23,5,YES,Laurentian-Acadian Swamp Systems
23,5,YES,Northeastern Interior Pine Barrens
23,5,YES,Northern Atlantic Coastal Plain Hardwood Forest
23,5,YES,Open Water
22,5,NO,Acadian-Appalachian Alpine Tundra
22,5,NO,Appalachian (Hemlock-)Northern Hardwood Forest
22,5,NO,Central Appalachian Dry Oak-Pine Forest
22,5,NO,Central Appalachian Pine-Oak Rocky Woodland
22,5,NO,Central Interior and Appalachian Swamp Systems
22,5,NO,Gulf and Atlantic Coastal Plain Swamp Systems
22,5,NO,Laurentian-Acadian Northern Hardwoods Forest
22,5,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
22,5,NO,Northern Atlantic Coastal Plain Hardwood Forest
22,5,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
22,5,YES,Appalachian (Hemlock-)Northern Hardwood Forest
22,5,YES,Boreal Acidic Peatland Systems
22,5,YES,Central Appalachian Dry Oak-Pine Forest
22,5,YES,Central Appalachian Pine-Oak Rocky Woodland
22,5,YES,Central Interior and Appalachian Riparian Systems
22,5,YES,Central Interior and Appalachian Swamp Systems
22,5,YES,Gulf and Atlantic Coastal Plain Swamp Systems
22,5,YES,Laurentian-Acadian Northern Hardwoods Forest
22,5,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
22,5,YES,North-Central Interior Wet Flatwoods
22,5,YES,Northeastern Interior Dry-Mesic Oak Forest
22,5,YES,Northeastern Interior Pine Barrens
22,5,YES,Northern Atlantic Coastal Plain Dune and Swale
22,5,YES,Northern Atlantic Coastal Plain Hardwood Forest
21,5,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
21,5,NO,Appalachian (Hemlock-)Northern Hardwood Forest
21,5,NO,Central Appalachian Dry Oak-Pine Forest
21,5,NO,Central Appalachian Pine-Oak Rocky Woodland
21,5,NO,Central Interior and Appalachian Riparian Systems
21,5,NO,Central Interior and Appalachian Swamp Systems
21,5,NO,Laurentian-Acadian Northern Hardwoods Forest
21,5,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
21,5,NO,Northeastern Interior Dry-Mesic Oak Forest
21,5,NO,Northern Atlantic Coastal Plain Hardwood Forest
21,5,NO,Open Water
21,5,YES,Appalachian (Hemlock-)Northern Hardwood Forest
21,5,YES,Central Appalachian Dry Oak-Pine Forest
21,5,YES,Central Appalachian Pine-Oak Rocky Woodland
21,5,YES,Central Interior and Appalachian Floodplain Systems
21,5,YES,Central Interior and Appalachian Riparian Systems
21,5,YES,Central Interior and Appalachian Swamp Systems
21,5,YES,Gulf and Atlantic Coastal Plain Swamp Systems
21,5,YES,Laurentian-Acadian Northern Hardwoods Forest
21,5,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
21,5,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
21,5,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
21,5,YES,Laurentian-Acadian Swamp Systems
21,5,YES,North-Central Interior Wet Flatwoods
21,5,YES,Northeastern Interior Dry-Mesic Oak Forest
21,5,YES,Northeastern Interior Pine Barrens
21,5,YES,Northern Atlantic Coastal Plain Hardwood Forest
21,5,YES,Open Water
20,4,NO,Central Appalachian Dry Oak-Pine Forest
20,4,NO,Gulf and Atlantic Coastal Plain Swamp Systems
20,4,NO,Laurentian-Acadian Northern Hardwoods Forest
20,4,NO,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
20,4,NO,Laurentian-Acadian Swamp Systems
20,4,NO,North-Central Interior Wet Flatwoods
20,4,NO,Northeastern Interior Dry-Mesic Oak Forest
20,4,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
20,4,YES,Acadian-Appalachian Montane Spruce-Fir Forest
20,4,YES,Appalachian (Hemlock-)Northern Hardwood Forest
20,4,YES,Central Appalachian Dry Oak-Pine Forest
20,4,YES,Central Appalachian Pine-Oak Rocky Woodland
20,4,YES,Central Interior and Appalachian Swamp Systems
20,4,YES,Gulf and Atlantic Coastal Plain Swamp Systems
20,4,YES,Laurentian-Acadian Northern Hardwoods Forest
20,4,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
20,4,YES,Laurentian-Acadian Swamp Systems
20,4,YES,North-Central Interior Wet Flatwoods
20,4,YES,Northeastern Interior Dry-Mesic Oak Forest
20,4,YES,Northern Atlantic Coastal Plain Dune and Swale
20,4,YES,Northern Atlantic Coastal Plain Hardwood Forest
20,4,YES,Open Water
19,4,NO,Appalachian (Hemlock-)Northern Hardwood Forest
19,4,NO,Central Appalachian Dry Oak-Pine Forest
19,4,NO,Gulf and Atlantic Coastal Plain Swamp Systems
19,4,NO,Laurentian-Acadian Floodplain Systems
19,4,NO,Laurentian-Acadian Northern Hardwoods Forest
19,4,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
19,4,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
