Count,Acres,PROTECTED,BpS_Name_105
63732,"14,149",NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
49653,"11,023",YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
32980,"7,322",YES,Laurentian-Acadian Northern Hardwoods Forest
21911,"4,864",YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
12927,"2,870",YES,Acadian-Appalachian Montane Spruce-Fir Forest
12667,"2,812",NO,Laurentian-Acadian Northern Hardwoods Forest
12372,"2,747",NO,Laurentian-Acadian Swamp Systems
9942,"2,207",NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
9411,"2,089",YES,Boreal Acidic Peatland Systems
9153,"2,032",NO,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
8912,"1,978",YES,Laurentian-Acadian Swamp Systems
7965,"1,768",YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
7551,"1,676",YES,Boreal Jack Pine-Black Spruce Forest
5082,"1,128",NO,Boreal Acidic Peatland Systems
4212,935,YES,Central Appalachian Dry Oak-Pine Forest
3828,850,YES,Laurentian-Acadian Swamp Systems
3765,836,NO,Laurentian-Acadian Northern Hardwoods Forest
3747,832,YES,Appalachian (Hemlock-)Northern Hardwood Forest
2999,666,YES,Laurentian-Acadian Northern Hardwoods Forest
2983,662,YES,Laurentian-Acadian Northern Hardwoods Forest
2740,608,YES,Appalachian (Hemlock-)Northern Hardwood Forest
2669,593,NO,Barren-Rock/Sand/Clay
2473,549,NO,Central Appalachian Dry Oak-Pine Forest
2470,548,YES,Laurentian-Acadian Northern Hardwoods Forest
2088,464,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
2070,460,YES,Central Appalachian Dry Oak-Pine Forest
2063,458,YES,Northern Atlantic Coastal Plain Hardwood Forest
2033,451,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
2021,449,NO,Laurentian-Acadian Northern Hardwoods Forest
1838,408,YES,Northern Atlantic Coastal Plain Hardwood Forest
1837,408,YES,Appalachian (Hemlock-)Northern Hardwood Forest
1793,398,YES,Laurentian-Acadian Northern Hardwoods Forest
1630,362,YES,Appalachian (Hemlock-)Northern Hardwood Forest
1575,350,YES,Central Appalachian Dry Oak-Pine Forest
1516,337,YES,Laurentian-Acadian Northern Hardwoods Forest
1516,337,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
1492,331,YES,Laurentian-Acadian Northern Hardwoods Forest
1481,329,NO,Central Appalachian Dry Oak-Pine Forest
1461,324,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
1442,320,YES,Laurentian-Acadian Northern Hardwoods Forest
1418,315,YES,Laurentian-Acadian Swamp Systems
1394,309,YES,Laurentian-Acadian Northern Hardwoods Forest
1362,302,NO,Boreal Acidic Peatland Systems
1306,290,YES,Appalachian (Hemlock-)Northern Hardwood Forest
1287,286,YES,Laurentian-Acadian Northern Hardwoods Forest
1266,281,YES,Central Appalachian Dry Oak-Pine Forest
1262,280,YES,Appalachian (Hemlock-)Northern Hardwood Forest
1251,278,NO,Laurentian-Acadian Northern Hardwoods Forest
1191,264,YES,Central Interior and Appalachian Swamp Systems
1182,262,YES,Laurentian-Acadian Northern Hardwoods Forest
1174,261,YES,Laurentian-Acadian Northern Hardwoods Forest
1159,257,YES,Laurentian-Acadian Northern Hardwoods Forest
1144,254,YES,Central Appalachian Dry Oak-Pine Forest
1141,253,YES,Laurentian-Acadian Northern Hardwoods Forest
1132,251,YES,Central Appalachian Dry Oak-Pine Forest
1131,251,YES,Central Appalachian Dry Oak-Pine Forest
1107,246,YES,Appalachian (Hemlock-)Northern Hardwood Forest
1098,244,YES,Laurentian-Acadian Northern Hardwoods Forest
1092,242,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
1091,242,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
1086,241,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
1081,240,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
1055,234,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
1047,232,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
1044,232,NO,Laurentian-Acadian Swamp Systems
1041,231,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
1013,225,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
909,202,YES,Central Appalachian Dry Oak-Pine Forest
890,198,YES,Northeastern Interior Pine Barrens
883,196,YES,Laurentian-Acadian Northern Hardwoods Forest
883,196,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
865,192,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
855,190,NO,Laurentian-Acadian Northern Hardwoods Forest
851,189,YES,Laurentian-Acadian Northern Hardwoods Forest
850,189,NO,Laurentian-Acadian Northern Hardwoods Forest
848,188,YES,Laurentian-Acadian Northern Hardwoods Forest
846,188,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
830,184,NO,Laurentian-Acadian Northern Hardwoods Forest
829,184,YES,Laurentian-Acadian Northern Hardwoods Forest
826,183,YES,Laurentian-Acadian Northern Hardwoods Forest
825,183,YES,Central Appalachian Dry Oak-Pine Forest
813,180,YES,Laurentian-Acadian Northern Hardwoods Forest
809,180,NO,Laurentian-Acadian Northern Hardwoods Forest
807,179,YES,Boreal Acidic Peatland Systems
804,178,NO,Laurentian-Acadian Northern Hardwoods Forest
795,176,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
784,174,NO,Laurentian-Acadian Northern Hardwoods Forest
772,171,YES,Appalachian (Hemlock-)Northern Hardwood Forest
772,171,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
759,168,NO,Central Appalachian Dry Oak-Pine Forest
753,167,YES,Central Appalachian Dry Oak-Pine Forest
750,167,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
748,166,YES,Laurentian-Acadian Northern Hardwoods Forest
746,166,NO,Central Appalachian Dry Oak-Pine Forest
746,166,YES,Laurentian-Acadian Northern Hardwoods Forest
744,165,YES,Central Appalachian Dry Oak-Pine Forest
734,163,YES,Central Appalachian Dry Oak-Pine Forest
733,163,YES,Appalachian (Hemlock-)Northern Hardwood Forest
726,161,YES,Gulf and Atlantic Coastal Plain Swamp Systems
725,161,YES,Laurentian-Acadian Northern Hardwoods Forest
706,157,YES,Central Appalachian Dry Oak-Pine Forest
699,155,YES,Central Interior and Appalachian Swamp Systems
693,154,YES,Central Appalachian Dry Oak-Pine Forest
692,154,YES,Laurentian-Acadian Floodplain Systems
678,151,YES,Central Appalachian Dry Oak-Pine Forest
670,149,NO,Appalachian (Hemlock-)Northern Hardwood Forest
667,148,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
662,147,YES,Laurentian-Acadian Northern Hardwoods Forest
660,147,YES,Central Appalachian Dry Oak-Pine Forest
660,147,YES,Laurentian-Acadian Northern Hardwoods Forest
655,145,NO,Laurentian-Acadian Northern Hardwoods Forest
649,144,YES,Laurentian-Acadian Northern Hardwoods Forest
645,143,YES,Central Appalachian Dry Oak-Pine Forest
644,143,NO,Central Appalachian Dry Oak-Pine Forest
644,143,YES,Central Interior and Appalachian Swamp Systems
636,141,YES,Central Appalachian Dry Oak-Pine Forest
635,141,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
632,140,YES,Laurentian-Acadian Northern Hardwoods Forest
630,140,YES,Laurentian-Acadian Northern Hardwoods Forest
627,139,YES,Laurentian-Acadian Northern Hardwoods Forest
622,138,YES,Central Appalachian Dry Oak-Pine Forest
622,138,YES,Laurentian-Acadian Northern Hardwoods Forest
621,138,YES,Appalachian (Hemlock-)Northern Hardwood Forest
618,137,YES,Appalachian (Hemlock-)Northern Hardwood Forest
616,137,NO,Appalachian (Hemlock-)Northern Hardwood Forest
610,135,YES,Central Appalachian Dry Oak-Pine Forest
607,135,YES,Laurentian-Acadian Northern Hardwoods Forest
605,134,YES,Appalachian (Hemlock-)Northern Hardwood Forest
604,134,YES,Central Appalachian Dry Oak-Pine Forest
600,133,YES,Central Appalachian Dry Oak-Pine Forest
597,133,NO,Central Interior and Appalachian Swamp Systems
589,131,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
583,129,YES,Laurentian-Acadian Floodplain Systems
580,129,YES,Appalachian (Hemlock-)Northern Hardwood Forest
576,128,YES,Central Appalachian Dry Oak-Pine Forest
574,127,YES,Central Appalachian Dry Oak-Pine Forest
574,127,YES,Laurentian-Acadian Northern Hardwoods Forest
572,127,YES,Acadian-Appalachian Montane Spruce-Fir Forest
571,127,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
568,126,NO,Central Appalachian Dry Oak-Pine Forest
567,126,NO,Appalachian (Hemlock-)Northern Hardwood Forest
558,124,NO,Central Appalachian Dry Oak-Pine Forest
552,123,YES,Central Appalachian Dry Oak-Pine Forest
549,122,YES,Laurentian-Acadian Northern Hardwoods Forest
545,121,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
541,120,NO,Appalachian (Hemlock-)Northern Hardwood Forest
538,119,YES,Gulf and Atlantic Coastal Plain Swamp Systems
536,119,YES,Laurentian-Acadian Floodplain Systems
533,118,YES,Central Appalachian Dry Oak-Pine Forest
533,118,YES,Laurentian-Acadian Northern Hardwoods Forest
525,117,YES,Central Interior and Appalachian Swamp Systems
518,115,YES,Central Appalachian Dry Oak-Pine Forest
512,114,YES,Laurentian-Acadian Northern Hardwoods Forest
509,113,YES,Central Appalachian Dry Oak-Pine Forest
508,113,NO,Central Appalachian Dry Oak-Pine Forest
508,113,YES,Acadian-Appalachian Montane Spruce-Fir Forest
507,113,YES,Acadian-Appalachian Montane Spruce-Fir Forest
506,112,YES,Central Appalachian Dry Oak-Pine Forest
505,112,YES,Central Appalachian Dry Oak-Pine Forest
502,111,YES,Laurentian-Acadian Northern Hardwoods Forest
501,111,YES,Laurentian-Acadian Northern Hardwoods Forest
500,111,YES,Laurentian-Acadian Northern Hardwoods Forest
494,110,YES,Central Appalachian Dry Oak-Pine Forest
494,110,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
492,109,NO,Laurentian-Acadian Northern Hardwoods Forest
490,109,YES,Central Appalachian Dry Oak-Pine Forest
487,108,YES,Central Appalachian Dry Oak-Pine Forest
487,108,YES,Central Appalachian Pine-Oak Rocky Woodland
485,108,NO,Appalachian (Hemlock-)Northern Hardwood Forest
483,107,YES,Central Appalachian Dry Oak-Pine Forest
481,107,YES,Laurentian-Acadian Northern Hardwoods Forest
479,106,NO,Laurentian-Acadian Northern Hardwoods Forest
478,106,YES,Appalachian (Hemlock-)Northern Hardwood Forest
478,106,YES,Central Interior and Appalachian Swamp Systems
478,106,YES,Northern Atlantic Coastal Plain Hardwood Forest
475,105,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
473,105,YES,Central Appalachian Dry Oak-Pine Forest
472,105,NO,Central Appalachian Dry Oak-Pine Forest
471,105,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
470,104,NO,Appalachian (Hemlock-)Northern Hardwood Forest
467,104,NO,Central Appalachian Dry Oak-Pine Forest
467,104,YES,Central Appalachian Dry Oak-Pine Forest
462,103,YES,Central Appalachian Dry Oak-Pine Forest
462,103,YES,Laurentian-Acadian Northern Hardwoods Forest
460,102,YES,Laurentian-Acadian Northern Hardwoods Forest
459,102,YES,Central Appalachian Dry Oak-Pine Forest
457,101,YES,Laurentian-Acadian Northern Hardwoods Forest
456,101,NO,Central Appalachian Dry Oak-Pine Forest
456,101,YES,Appalachian (Hemlock-)Northern Hardwood Forest
455,101,NO,Laurentian-Acadian Northern Hardwoods Forest
453,101,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
452,100,YES,Northern Atlantic Coastal Plain Hardwood Forest
451,100,YES,Laurentian-Acadian Northern Hardwoods Forest
450,100,YES,Central Appalachian Dry Oak-Pine Forest
448,99,NO,Laurentian-Acadian Northern Hardwoods Forest
447,99,NO,Central Appalachian Dry Oak-Pine Forest
445,99,NO,Laurentian-Acadian Northern Hardwoods Forest
443,98,YES,Laurentian-Acadian Northern Hardwoods Forest
442,98,YES,Central Appalachian Dry Oak-Pine Forest
440,98,NO,Laurentian-Acadian Northern Hardwoods Forest
439,97,YES,Central Appalachian Dry Oak-Pine Forest
438,97,YES,Laurentian-Acadian Northern Hardwoods Forest
436,97,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
432,96,YES,Appalachian (Hemlock-)Northern Hardwood Forest
430,95,YES,Central Appalachian Dry Oak-Pine Forest
429,95,YES,Central Appalachian Dry Oak-Pine Forest
427,95,YES,Central Appalachian Dry Oak-Pine Forest
427,95,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
426,95,YES,Northern Atlantic Coastal Plain Hardwood Forest
425,94,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
424,94,NO,Central Appalachian Dry Oak-Pine Forest
424,94,YES,Laurentian-Acadian Northern Hardwoods Forest
422,94,YES,Laurentian-Acadian Floodplain Systems
421,93,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
419,93,YES,Acadian-Appalachian Montane Spruce-Fir Forest
419,93,YES,Central Interior and Appalachian Swamp Systems
418,93,YES,Central Appalachian Dry Oak-Pine Forest
417,93,YES,Appalachian (Hemlock-)Northern Hardwood Forest
416,92,YES,Laurentian-Acadian Northern Hardwoods Forest
414,92,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
413,92,YES,Central Appalachian Dry Oak-Pine Forest
406,90,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
405,90,YES,Laurentian-Acadian Northern Hardwoods Forest
402,89,YES,Laurentian-Acadian Northern Hardwoods Forest
401,89,YES,Acadian-Appalachian Montane Spruce-Fir Forest
401,89,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
399,89,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
397,88,YES,Northern Atlantic Coastal Plain Hardwood Forest
396,88,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
394,87,YES,Open Water
393,87,YES,Central Appalachian Pine-Oak Rocky Woodland
387,86,YES,Laurentian-Acadian Northern Hardwoods Forest
386,86,YES,Laurentian-Acadian Northern Hardwoods Forest
385,85,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
382,85,YES,Central Appalachian Dry Oak-Pine Forest
379,84,NO,Central Appalachian Dry Oak-Pine Forest
378,84,YES,Central Appalachian Dry Oak-Pine Forest
378,84,YES,Central Appalachian Pine-Oak Rocky Woodland
376,83,YES,Central Appalachian Dry Oak-Pine Forest
375,83,YES,Central Appalachian Dry Oak-Pine Forest
374,83,YES,Laurentian-Acadian Northern Hardwoods Forest
374,83,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
372,83,NO,Central Appalachian Dry Oak-Pine Forest
372,83,NO,Laurentian-Acadian Northern Hardwoods Forest
371,82,YES,Central Appalachian Dry Oak-Pine Forest
370,82,NO,Laurentian-Acadian Northern Hardwoods Forest
369,82,YES,Acadian-Appalachian Montane Spruce-Fir Forest
369,82,YES,Central Appalachian Dry Oak-Pine Forest
368,82,YES,Laurentian-Acadian Northern Hardwoods Forest
367,81,NO,Central Appalachian Dry Oak-Pine Forest
363,81,NO,Central Appalachian Dry Oak-Pine Forest
362,80,YES,Central Appalachian Dry Oak-Pine Forest
361,80,YES,Laurentian-Acadian Northern Hardwoods Forest
357,79,YES,Central Appalachian Dry Oak-Pine Forest
355,79,YES,Appalachian (Hemlock-)Northern Hardwood Forest
354,79,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
352,78,YES,Appalachian (Hemlock-)Northern Hardwood Forest
351,78,YES,Central Appalachian Dry Oak-Pine Forest
350,78,NO,Acadian-Appalachian Montane Spruce-Fir Forest
350,78,NO,Central Appalachian Dry Oak-Pine Forest
350,78,YES,Appalachian (Hemlock-)Northern Hardwood Forest
350,78,YES,Central Interior and Appalachian Swamp Systems
349,77,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
349,77,YES,Central Appalachian Dry Oak-Pine Forest
349,77,YES,Laurentian-Acadian Northern Hardwoods Forest
348,77,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
348,77,YES,Appalachian (Hemlock-)Northern Hardwood Forest
346,77,NO,Central Appalachian Dry Oak-Pine Forest
346,77,NO,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
344,76,YES,Central Appalachian Dry Oak-Pine Forest
343,76,YES,Central Appalachian Dry Oak-Pine Forest
342,76,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
341,76,YES,Laurentian-Acadian Northern Hardwoods Forest
339,75,YES,Central Appalachian Dry Oak-Pine Forest
338,75,YES,Central Appalachian Dry Oak-Pine Forest
336,75,YES,Central Appalachian Dry Oak-Pine Forest
336,75,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
336,75,YES,Laurentian-Acadian Swamp Systems
336,75,YES,Northeastern Interior Pine Barrens
335,74,YES,Central Appalachian Dry Oak-Pine Forest
332,74,YES,Central Appalachian Dry Oak-Pine Forest
331,73,YES,Central Appalachian Dry Oak-Pine Forest
331,73,YES,Gulf and Atlantic Coastal Plain Swamp Systems
323,72,YES,Appalachian (Hemlock-)Northern Hardwood Forest
323,72,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
322,71,YES,Acadian-Appalachian Montane Spruce-Fir Forest
322,71,YES,Central Appalachian Dry Oak-Pine Forest
321,71,YES,Laurentian-Acadian Northern Hardwoods Forest
320,71,NO,Laurentian-Acadian Floodplain Systems
320,71,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
318,71,NO,Laurentian-Acadian Northern Hardwoods Forest
318,71,YES,Central Appalachian Dry Oak-Pine Forest
316,70,NO,Central Appalachian Dry Oak-Pine Forest
316,70,YES,Central Appalachian Dry Oak-Pine Forest
315,70,NO,Central Appalachian Dry Oak-Pine Forest
314,70,NO,Central Appalachian Dry Oak-Pine Forest
314,70,YES,Central Appalachian Dry Oak-Pine Forest
309,69,YES,Central Appalachian Dry Oak-Pine Forest
306,68,YES,Central Appalachian Dry Oak-Pine Forest
305,68,NO,Central Appalachian Dry Oak-Pine Forest
304,67,NO,Northern Atlantic Coastal Plain Hardwood Forest
304,67,YES,Central Appalachian Dry Oak-Pine Forest
302,67,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
301,67,NO,Appalachian (Hemlock-)Northern Hardwood Forest
301,67,YES,Northern Atlantic Coastal Plain Hardwood Forest
299,66,NO,Central Appalachian Dry Oak-Pine Forest
299,66,YES,Central Appalachian Dry Oak-Pine Forest
298,66,YES,Appalachian (Hemlock-)Northern Hardwood Forest
297,66,NO,Acadian-Appalachian Montane Spruce-Fir Forest
296,66,YES,Central Appalachian Dry Oak-Pine Forest
296,66,YES,Laurentian-Acadian Floodplain Systems
294,65,YES,Acadian-Appalachian Montane Spruce-Fir Forest
293,65,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
292,65,NO,Central Appalachian Dry Oak-Pine Forest
289,64,NO,Central Appalachian Dry Oak-Pine Forest
289,64,YES,Laurentian-Acadian Northern Hardwoods Forest
288,64,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
288,64,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
286,63,YES,Laurentian-Acadian Northern Hardwoods Forest
284,63,YES,Laurentian-Acadian Northern Hardwoods Forest
284,63,YES,Northeastern Interior Pine Barrens
283,63,YES,Laurentian-Acadian Northern Hardwoods Forest
282,63,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
282,63,YES,Appalachian (Hemlock-)Northern Hardwood Forest
282,63,YES,Central Appalachian Pine-Oak Rocky Woodland
281,62,YES,Northern Atlantic Coastal Plain Hardwood Forest
280,62,NO,Boreal Jack Pine-Black Spruce Forest
280,62,NO,Central Appalachian Dry Oak-Pine Forest
279,62,NO,Central Appalachian Dry Oak-Pine Forest
279,62,YES,Central Appalachian Dry Oak-Pine Forest
279,62,YES,Laurentian-Acadian Northern Hardwoods Forest
276,61,YES,Laurentian-Acadian Northern Hardwoods Forest
275,61,YES,Appalachian (Hemlock-)Northern Hardwood Forest
275,61,YES,Central Appalachian Dry Oak-Pine Forest
275,61,YES,Laurentian-Acadian Northern Hardwoods Forest
275,61,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
274,61,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
274,61,NO,Appalachian (Hemlock-)Northern Hardwood Forest
274,61,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
274,61,YES,Central Appalachian Dry Oak-Pine Forest
273,61,YES,Central Appalachian Dry Oak-Pine Forest
273,61,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
273,61,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
271,60,YES,Central Appalachian Dry Oak-Pine Forest
271,60,YES,Laurentian-Acadian Swamp Systems
270,60,NO,Laurentian-Acadian Floodplain Systems
270,60,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
267,59,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
266,59,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
266,59,YES,Central Interior and Appalachian Swamp Systems
265,59,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
265,59,YES,Northeastern Interior Dry-Mesic Oak Forest
264,59,NO,Appalachian (Hemlock-)Northern Hardwood Forest
264,59,YES,Central Appalachian Dry Oak-Pine Forest
263,58,NO,Central Appalachian Dry Oak-Pine Forest
263,58,NO,Laurentian-Acadian Northern Hardwoods Forest
262,58,NO,Central Appalachian Dry Oak-Pine Forest
262,58,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
261,58,NO,Acadian-Appalachian Montane Spruce-Fir Forest
261,58,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
261,58,YES,Northern Atlantic Coastal Plain Hardwood Forest
259,57,NO,Laurentian-Acadian Floodplain Systems
258,57,YES,Laurentian-Acadian Floodplain Systems
258,57,YES,Laurentian-Acadian Northern Hardwoods Forest
257,57,YES,Central Appalachian Dry Oak-Pine Forest
257,57,YES,Laurentian-Acadian Floodplain Systems
256,57,YES,North-Central Interior Wet Flatwoods
256,57,YES,Northeastern Interior Pine Barrens
254,56,NO,Central Appalachian Dry Oak-Pine Forest
254,56,NO,Central Appalachian Pine-Oak Rocky Woodland
254,56,NO,Laurentian-Acadian Northern Hardwoods Forest
254,56,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
253,56,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
253,56,YES,Appalachian (Hemlock-)Northern Hardwood Forest
253,56,YES,Central Appalachian Dry Oak-Pine Forest
253,56,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
252,56,NO,Appalachian (Hemlock-)Northern Hardwood Forest
252,56,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
252,56,YES,Central Appalachian Dry Oak-Pine Forest
252,56,YES,Laurentian-Acadian Northern Hardwoods Forest
250,56,NO,North-Central Interior Wet Flatwoods
250,56,YES,Central Appalachian Dry Oak-Pine Forest
250,56,YES,Laurentian-Acadian Northern Hardwoods Forest
249,55,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
248,55,YES,Appalachian (Hemlock-)Northern Hardwood Forest
248,55,YES,Central Appalachian Dry Oak-Pine Forest
248,55,YES,Laurentian-Acadian Northern Hardwoods Forest
247,55,NO,Central Appalachian Dry Oak-Pine Forest
247,55,NO,Laurentian-Acadian Northern Hardwoods Forest
247,55,YES,Laurentian-Acadian Northern Hardwoods Forest
247,55,YES,Northeastern Interior Pine Barrens
246,55,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
246,55,YES,Central Appalachian Dry Oak-Pine Forest
245,54,NO,Central Appalachian Dry Oak-Pine Forest
245,54,YES,Appalachian (Hemlock-)Northern Hardwood Forest
244,54,NO,Acadian-Appalachian Montane Spruce-Fir Forest
244,54,YES,Central Appalachian Dry Oak-Pine Forest
243,54,YES,Central Appalachian Dry Oak-Pine Forest
242,54,YES,Central Appalachian Dry Oak-Pine Forest
242,54,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
241,54,NO,Central Appalachian Dry Oak-Pine Forest
241,54,YES,Appalachian (Hemlock-)Northern Hardwood Forest
240,53,YES,Appalachian (Hemlock-)Northern Hardwood Forest
240,53,YES,Central Appalachian Dry Oak-Pine Forest
240,53,YES,Gulf and Atlantic Coastal Plain Swamp Systems
239,53,NO,Appalachian (Hemlock-)Northern Hardwood Forest
239,53,NO,Laurentian-Acadian Northern Hardwoods Forest
239,53,YES,Central Appalachian Dry Oak-Pine Forest
239,53,YES,Central Interior and Appalachian Swamp Systems
239,53,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
239,53,YES,Laurentian-Acadian Swamp Systems
239,53,YES,Northeastern Interior Pine Barrens
238,53,NO,Central Appalachian Dry Oak-Pine Forest
238,53,YES,Laurentian-Acadian Northern Hardwoods Forest
237,53,YES,Central Appalachian Dry Oak-Pine Forest
236,52,NO,Appalachian (Hemlock-)Northern Hardwood Forest
236,52,NO,Central Appalachian Dry Oak-Pine Forest
236,52,YES,Laurentian-Acadian Northern Hardwoods Forest
234,52,NO,Central Appalachian Dry Oak-Pine Forest
234,52,NO,Laurentian-Acadian Northern Hardwoods Forest
234,52,YES,Acadian-Appalachian Montane Spruce-Fir Forest
234,52,YES,Central Appalachian Dry Oak-Pine Forest
233,52,NO,Laurentian-Acadian Northern Hardwoods Forest
233,52,YES,Central Appalachian Dry Oak-Pine Forest
233,52,YES,Northeastern Interior Dry-Mesic Oak Forest
232,52,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
232,52,NO,Laurentian-Acadian Northern Hardwoods Forest
232,52,YES,Appalachian (Hemlock-)Northern Hardwood Forest
230,51,YES,Central Appalachian Dry Oak-Pine Forest
230,51,YES,Laurentian-Acadian Northern Hardwoods Forest
228,51,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
226,50,NO,Laurentian-Acadian Northern Hardwoods Forest
226,50,YES,Laurentian-Acadian Northern Hardwoods Forest
226,50,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
225,50,NO,Central Appalachian Dry Oak-Pine Forest
224,50,YES,Gulf and Atlantic Coastal Plain Swamp Systems
223,50,NO,Central Appalachian Dry Oak-Pine Forest
220,49,NO,Central Appalachian Dry Oak-Pine Forest
220,49,YES,Appalachian (Hemlock-)Northern Hardwood Forest
219,49,NO,Central Appalachian Dry Oak-Pine Forest
219,49,YES,North-Central Interior Wet Flatwoods
218,48,NO,Boreal Acidic Peatland Systems
218,48,YES,Appalachian (Hemlock-)Northern Hardwood Forest
218,48,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
218,48,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
217,48,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
217,48,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
217,48,YES,Central Appalachian Dry Oak-Pine Forest
216,48,YES,Laurentian-Acadian Northern Hardwoods Forest
216,48,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
215,48,YES,Appalachian (Hemlock-)Northern Hardwood Forest
215,48,YES,Central Appalachian Dry Oak-Pine Forest
214,48,NO,Appalachian (Hemlock-)Northern Hardwood Forest
214,48,NO,Central Appalachian Dry Oak-Pine Forest
214,48,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
214,48,YES,Central Appalachian Dry Oak-Pine Forest
213,47,NO,Northern Atlantic Coastal Plain Hardwood Forest
213,47,YES,Central Appalachian Dry Oak-Pine Forest
213,47,YES,Laurentian-Acadian Northern Hardwoods Forest
