Count,BpS_Code_105,Zone_105,BpS_Model_105,BpS_Name_105,GroupVeg_105,LABEL_105,Departure_105,BpS_Code_110,Zone_110,BpS_Model_110,BpS_Name_110,GroupName_110,GroupVeg_110,LABEL_110,Departure_110,BPS_CODE_130,ZONE_130,BPS_MODEL_130,BPS_NAME_130,GROUPNAME_130,GROUPVEG_130,LABEL_130,Departure_130,us_105vdep,us_110vdep,us_130vdep,Parcel ID,fee - protection year,fee - orgname,easement - year,easement - orgname,PROTECTED
35,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,36,36,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,34,34,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,36,34,40,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
20,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,80,80,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,79,79,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,80,79,58,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
14,11,na,na,Open Water,Open Water,Water,Water,11,na,na,Open Water,Open Water,Open Water,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,111,111,111,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
3,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,78,78,181,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
1,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,36,36,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,36,180,111,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
4,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,36,36,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,,,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,36,180,40,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
17,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,180,68,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
34,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,78,180,121,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
2,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,78,180,181,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
3,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,36,36,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,34,34,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,Burnable Urban,Burnable Urban,36,34,121,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
2,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,36,36,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,,,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,Burnable Agriculture,Burnable Agriculture,36,180,181,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
1,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,58,58,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,,,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,58,180,24,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
4,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,36,36,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,,,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,Burnable Urban,Burnable Urban,36,180,121,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
2,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,36,36,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,34,34,11,na,na,Open Water,Open Water,Open Water,Water,Water,36,34,111,09011_052866,2006,The Nature Conservancy,2006,The Nature Conservancy,YES
2,14800,65,6514800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,20,20,14800,65,6514800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,19,19,14800,65,6514800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,18,18,20,19,18,44009_09194,2006,The Nature Conservancy,2007,The Nature Conservancy,YES
20,13240,65,6513240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,70,70,13240,65,6513240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,13240,65,6513240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,70,75,75,44009_09194,2006,The Nature Conservancy,2007,The Nature Conservancy,YES
5,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,77,77,81,81,77,23023_06033,2006,The Nature Conservancy,,,YES
177,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_06033,2006,The Nature Conservancy,,,YES
2,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,180,55,23023_06033,2006,The Nature Conservancy,,,YES
5,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,78,78,90,88,78,23023_06033,2006,The Nature Conservancy,,,YES
91,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,44,44,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,59,59,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,44,59,24,23023_06033,2006,The Nature Conservancy,,,YES
18,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05890,2006,The Nature Conservancy,,,YES
320,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05890,2006,The Nature Conservancy,,,YES
1,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,11,na,na,Open Water,Open Water,Open Water,Water,Water,90,88,111,23023_05890,2006,The Nature Conservancy,,,YES
18,11,na,na,Open Water,Open Water,Water,Water,11,na,na,Open Water,Open Water,Open Water,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,111,111,111,23023_05890,2006,The Nature Conservancy,,,YES
13,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,100,100,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,100,100,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,67,67,100,100,67,23023_05885,2006,The Nature Conservancy,,,YES
7,11,na,na,Open Water,Open Water,Water,Water,11,na,na,Open Water,Open Water,Open Water,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,111,111,111,23023_05885,2006,The Nature Conservancy,,,YES
336,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05885,2006,The Nature Conservancy,,,YES
15,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,78,78,90,88,78,23023_05890,2006,The Nature Conservancy,,,YES
2,31,na,na,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Barren,Barren,31,na,na,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,131,131,111,23023_05885,2006,The Nature Conservancy,,,YES
7,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,99,99,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,88,88,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,54,54,99,88,54,23023_05885,2006,The Nature Conservancy,,,YES
13,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,,,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05890,2006,The Nature Conservancy,,,YES
4,31,na,na,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Barren,Barren,31,na,na,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,,,31,na,na,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Barren,Barren,131,131,131,23023_05885,2006,The Nature Conservancy,,,YES
1,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,44,44,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,59,59,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,44,59,24,23023_05890,2006,The Nature Conservancy,,,YES
8,15260,66,6615260,Laurentian-Acadian Swamp Systems,Riparian,72,72,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,73,73,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,72,73,52,23023_05885,2006,The Nature Conservancy,,,YES
2,14790,66,6614790,Central Interior and Appalachian Swamp Systems,Riparian,25,25,14790,66,6614790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,23,23,14790,66,6614790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,25,23,40,23023_05871,2006,The Nature Conservancy,,,YES
323,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05871,2006,The Nature Conservancy,,,YES
17,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,100,100,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,100,100,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,67,67,100,100,67,23023_05871,2006,The Nature Conservancy,,,YES
4,11,na,na,Open Water,Open Water,Water,Water,11,na,na,Open Water,Open Water,Open Water,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,111,111,111,23023_05871,2006,The Nature Conservancy,,,YES
11,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,56,56,121,23023_05890,2006,The Nature Conservancy,,,YES
4,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,Burnable Urban,Burnable Urban,90,88,121,23023_05890,2006,The Nature Conservancy,,,YES
3,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,11,na,na,Open Water,Open Water,Open Water,Water,Water,90,88,111,23023_05885,2006,The Nature Conservancy,,,YES
6,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,44,44,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,59,59,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,44,59,24,23023_05885,2006,The Nature Conservancy,,,YES
42,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,78,78,90,88,78,23023_05885,2006,The Nature Conservancy,,,YES
213,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_06116,2006,The Nature Conservancy,,,YES
14,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,44,44,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,59,59,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,44,59,24,23023_05871,2006,The Nature Conservancy,,,YES
5,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_06116,2006,The Nature Conservancy,,,YES
32,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,78,78,90,88,78,23023_06116,2006,The Nature Conservancy,,,YES
3,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,77,77,81,81,77,23023_06116,2006,The Nature Conservancy,,,YES
1,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,Urban,Urban,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,,,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05890,2006,The Nature Conservancy,,,YES
1,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,100,100,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,100,100,11,na,na,Open Water,Open Water,Open Water,Water,Water,100,100,111,23023_05885,2006,The Nature Conservancy,,,YES
11,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,44,44,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,59,59,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,44,59,24,23023_06116,2006,The Nature Conservancy,,,YES
1,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,,,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_06116,2006,The Nature Conservancy,,,YES
3,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,82,82,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,84,84,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,82,84,74,23023_06116,2006,The Nature Conservancy,,,YES
27,15260,66,6615260,Laurentian-Acadian Swamp Systems,Riparian,72,72,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,73,73,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,72,73,52,23023_06116,2006,The Nature Conservancy,,,YES
1,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,99,99,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,88,88,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,Burnable Urban,Burnable Urban,99,88,121,23023_05890,2006,The Nature Conservancy,,,YES
1,15260,66,6615260,Laurentian-Acadian Swamp Systems,Riparian,72,72,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,73,73,11,na,na,Open Water,Open Water,Open Water,Water,Water,72,73,111,23023_05885,2006,The Nature Conservancy,,,YES
1,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,99,99,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,88,88,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,Burnable Urban,Burnable Urban,99,88,121,23023_05885,2006,The Nature Conservancy,,,YES
1,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,82,82,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,84,84,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,82,84,74,23023_05885,2006,The Nature Conservancy,,,YES
4,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,24,24,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,22,22,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,18,18,24,22,18,23023_05885,2006,The Nature Conservancy,,,YES
2,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,100,100,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,100,100,14900,66,6614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Smooth Cordgrass-Saltmeadow Rush-Saltmeadow Cordgrass-2,Riparian,Burnable Urban,Burnable Urban,100,100,121,23023_05885,2006,The Nature Conservancy,,,YES
1,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Urban,Urban,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,,,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05885,2006,The Nature Conservancy,,,YES
3,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,66,6613020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,77,77,81,81,77,23023_05885,2006,The Nature Conservancy,,,YES
5,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05885,2006,The Nature Conservancy,,,YES
