Count,BpS_Code_105,Zone_105,BpS_Model_105,BpS_Name_105,GroupVeg_105,LABEL_105,Departure_105,BpS_Code_110,Zone_110,BpS_Model_110,BpS_Name_110,GroupName_110,GroupVeg_110,LABEL_110,Departure_110,BPS_CODE_130,ZONE_130,BPS_MODEL_130,BPS_NAME_130,GROUPNAME_130,GROUPVEG_130,LABEL_130,Departure_130,us_105vdep,us_110vdep,us_130vdep,Parcel ID,fee - protection year,fee - orgname,easement - year,easement - orgname,PROTECTED
2,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Urban,Urban,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Non-burnable Urban,Non-burnable Urban,120,120,120,09001_067065,-99,State of Connecticut,2002,The Nature Conservancy,YES
2,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,Urban,Urban,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,,,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,Non-burnable Urban,Non-burnable Urban,120,120,120,09001_067065,-99,State of Connecticut,2002,The Nature Conservancy,YES
1,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,59,59,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,70,70,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,59,70,24,09001_139403,-99,State of Connecticut,2002,The Nature Conservancy,YES
7,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,09001_139403,-99,State of Connecticut,2002,The Nature Conservancy,YES
1,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,09001_139403,-99,State of Connecticut,2002,The Nature Conservancy,YES
1,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,59,59,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,,,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,59,180,24,09001_139403,-99,State of Connecticut,2002,The Nature Conservancy,YES
4,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,09001_139085,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
65,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,09001_139085,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
9,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,60,60,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,65,65,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,71,71,60,65,71,09001_139085,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
3,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,81,81,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,80,80,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,81,80,58,09001_139085,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
3,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,42,42,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,41,41,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,42,41,40,09001_139085,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
1,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,42,42,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,41,41,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,Burnable Urban,Burnable Urban,42,41,121,09001_139085,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
4,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
20,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
5,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,78,78,121,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
4,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Urban,Urban,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Non-burnable Urban,Non-burnable Urban,120,120,120,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
17,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,60,60,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,65,65,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,71,71,60,65,71,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
2,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,Urban,Urban,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,,,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,Non-burnable Urban,Non-burnable Urban,120,120,120,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
1,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,60,60,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,65,65,13030,65,6513030,Northeastern Interior Dry-Mesic Oak Forest,White Oak-Black Oak-White Pine-1,Hardwood,Burnable Urban,Burnable Urban,60,65,121,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
27,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,81,81,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,80,80,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,81,80,58,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
2,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,Urban,Urban,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,,,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,Non-burnable Urban,Non-burnable Urban,120,120,120,09001_139414,-99,The Nature Conservancy,2002,The Nature Conservancy,YES
273,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,83,83,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,82,82,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,83,82,74,33003_43960,-99,Town of Effingham,,,YES
172,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,75,75,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,76,76,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,75,76,58,33003_43960,-99,Town of Effingham,,,YES
47,15260,66,6615260,Laurentian-Acadian Swamp Systems,Riparian,67,67,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,70,70,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,67,70,52,33003_43960,-99,Town of Effingham,,,YES
16,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,57,57,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,57,56,55,33003_43960,-99,Town of Effingham,,,YES
1,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,33003_43960,-99,Town of Effingham,,,YES
3,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Urban,Urban,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Non-burnable Urban,Non-burnable Urban,120,120,120,33003_43960,-99,Town of Effingham,,,YES
1,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,75,75,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,76,76,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Urban,Burnable Urban,75,76,121,33003_43960,-99,Town of Effingham,,,YES
1,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,83,83,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,82,82,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,83,82,121,33003_43960,-99,Town of Effingham,,,YES
9,14790,66,6614790,Central Interior and Appalachian Swamp Systems,Riparian,17,17,14790,66,6614790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,19,19,14790,66,6614790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,17,19,40,33003_43960,-99,Town of Effingham,,,YES
1,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Urban,Urban,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,,,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,33003_43960,-99,Town of Effingham,,,YES
2,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,100,100,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,88,88,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,54,54,100,88,54,33003_43960,-99,Town of Effingham,,,YES
1,13540,66,6613540,Northeastern Interior Pine Barrens,Conifer,68,68,13540,66,6613540,Northeastern Interior Pine Barrens,Pitch Pine-Scrub Oak-1,Conifer,73,73,13540,66,6613540,Northeastern Interior Pine Barrens,Pitch Pine-Scrub Oak-1,Conifer,66,66,68,73,66,33003_43960,-99,Town of Effingham,,,YES
190,13540,66,6613540,Northeastern Interior Pine Barrens,Conifer,68,68,13540,66,6613540,Northeastern Interior Pine Barrens,Pitch Pine-Scrub Oak-1,Conifer,69,69,13540,66,6613540,Northeastern Interior Pine Barrens,Pitch Pine-Scrub Oak-1,Conifer,66,66,68,69,66,23031_96028,-99,"Kennebunk, Kennebunkport and Wells Water District",,,YES
12,15260,66,6615260,Laurentian-Acadian Swamp Systems,Riparian,67,67,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,70,70,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,67,70,52,23031_96028,-99,"Kennebunk, Kennebunkport and Wells Water District",,,YES
20,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,15,15,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,18,18,14,15,18,23031_96028,-99,"Kennebunk, Kennebunkport and Wells Water District",,,YES
5,13540,66,6613540,Northeastern Interior Pine Barrens,Conifer,68,68,13540,66,6613540,Northeastern Interior Pine Barrens,Pitch Pine-Scrub Oak-1,Conifer,69,69,13540,66,6613540,Northeastern Interior Pine Barrens,Pitch Pine-Scrub Oak-1,Conifer,Burnable Urban,Burnable Urban,68,69,121,23031_96028,-99,"Kennebunk, Kennebunkport and Wells Water District",,,YES
13,13540,66,6613540,Northeastern Interior Pine Barrens,Conifer,Urban,Urban,13540,66,6613540,Northeastern Interior Pine Barrens,Pitch Pine-Scrub Oak-1,Conifer,,,13540,66,6613540,Northeastern Interior Pine Barrens,Pitch Pine-Scrub Oak-1,Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23031_96028,-99,"Kennebunk, Kennebunkport and Wells Water District",,,YES
478,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,77,77,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,77,77,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,77,77,58,33013_48303,-99,Proctor Academy,,,YES
150,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,57,57,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,58,57,55,33013_48303,-99,Proctor Academy,,,YES
118,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,79,68,33013_48303,-99,Proctor Academy,,,YES
13,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Agriculture,Agriculture,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Urban,Burnable Urban,180,180,121,33013_48303,-99,Proctor Academy,,,YES
17,13860,66,6613860,Acadian-Appalachian Alpine Tundra,Shrubland,100,100,13860,66,6613860,Acadian-Appalachian Alpine Tundra,Spruce-Bog Blueberry-Crowberry-5,Shrubland,100,100,13860,66,6613860,Acadian-Appalachian Alpine Tundra,Spruce-Bog Blueberry-Crowberry-5,Shrubland,78,78,100,100,78,33013_48303,-99,Proctor Academy,,,YES
2,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Agriculture,Agriculture,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Agriculture,Burnable Agriculture,180,180,181,33013_48303,-99,Proctor Academy,,,YES
13,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,85,85,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,84,84,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,85,84,74,33013_48303,-99,Proctor Academy,,,YES
3,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,Urban,Urban,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,,,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,Non-burnable Urban,Non-burnable Urban,120,120,120,23031_30554,-99,York Land Trust,,,YES
12,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,68,68,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,67,67,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,68,67,75,23031_30554,-99,York Land Trust,,,YES
56,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,77,77,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,77,78,68,33017_08163,-99,NH University of New Hampshire (Durham),,,YES
9,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,76,76,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,76,76,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,76,76,58,33017_08163,-99,NH University of New Hampshire (Durham),,,YES
57,13740,66,6613740,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,84,84,13740,66,6613740,Acadian-Appalachian Montane Spruce-Fir Forest,Red Spruce-Balsam Fir-American Mountain Ash-5,Hardwood-Conifer,85,85,13740,66,6613740,Acadian-Appalachian Montane Spruce-Fir Forest,Red Spruce-Balsam Fir-American Mountain Ash-5,Hardwood-Conifer,77,77,84,85,77,33017_08163,-99,NH University of New Hampshire (Durham),,,YES
9,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,76,76,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,76,76,13700,66,6613700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Urban,Burnable Urban,76,76,121,33017_08163,-99,NH University of New Hampshire (Durham),,,YES
5,11,na,na,Open Water,Open Water,Water,Water,11,na,na,Open Water,Open Water,Open Water,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,111,111,111,33017_08163,-99,NH University of New Hampshire (Durham),,,YES
160,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,15,15,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,18,18,14,15,18,33017_08163,-99,NH University of New Hampshire (Durham),,,YES
1,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,78,78,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,72,72,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,78,72,55,33017_08163,-99,NH University of New Hampshire (Durham),,,YES
2,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Urban,Urban,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,,,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,33013_16919,-99,Town of Sutton,,,YES
109,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,79,78,68,33013_16919,-99,Town of Sutton,,,YES
73,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,75,75,81,81,75,33013_16919,-99,Town of Sutton,,,YES
50,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,57,57,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,58,57,55,33013_16919,-99,Town of Sutton,,,YES
3,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,77,77,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,77,77,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,77,77,58,33013_16919,-99,Town of Sutton,,,YES
64,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,85,85,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,85,85,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,85,85,74,33013_16919,-99,Town of Sutton,,,YES
1,15260,65,6515260,Laurentian-Acadian Swamp Systems,Riparian,77,77,15260,65,6515260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,78,78,15260,65,6515260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,77,78,52,33013_16919,-99,Town of Sutton,,,YES
2,14940,65,6514940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,100,100,14940,65,6514940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,95,95,14940,65,6514940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,60,60,100,95,60,33013_16919,-99,Town of Sutton,,,YES
197,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,58,58,55,33011_127463,-99,New England Forestry Foundation,,,YES
